gene_id	root_og
NP_417454.1	COG2186
NP_417493.1	COG2944
NP_417497.1	COG0745
NP_417498.1	COG0642
NP_417542.1	COG1695
NP_417546.1	COG1609
NP_417553.1	COG5499
NP_417576.1	COG0583
NP_417588.1	COG0583
NP_417600.1	COG1349
NP_417698.1	COG0102
NP_417701.1	COG0265
NP_417702.1	COG0265
NP_417704.1	COG1438
NP_417721.1	COG0511
NP_417727.1	COG2901
NP_417730.1	COG1309
NP_417751.1	COG0789
NP_417816.1	COG0664
NP_417864.1	COG0745
NP_417877.1	COG2909
NP_417880.1	COG4650
NP_417922.1	COG0742
NP_417938.1	COG0864
NP_417958.1	COG0640
NP_417969.1	COG2771
NP_417972.1	COG2207
NP_417973.1	COG2207
NP_418012.1	COG1278
NP_418026.1	COG1609
NP_418031.1	COG1414
NP_418061.1	COG2186
NP_418125.1	COG2197
NP_418139.1	COG2188
NP_418157.1	COG0593
NP_418179.1	COG3711
NP_418185.1	COG0449
NP_418199.1	COG1522
NP_418209.1	COG1609
NP_418221.1	COG0583
NP_418272.1	COG0583
NP_418341.1	COG4977
NP_418348.1	COG0745
NP_418369.1	COG1609
NP_418373.1	COG3060
NP_418396.1	COG0583
NP_418404.1	COG0340
NP_418412.1	COG0244
NP_418423.1	COG3160
NP_418432.1	COG2204
NP_418467.1	COG1974
NP_418486.1	COG2207
NP_418487.1	COG0789
NP_418537.1	COG0745
NP_418540.1	COG2207
NP_418542.1	COG2169
NP_418548.1	COG4565
NP_418557.1	COG3710
NP_418599.1	COG1959
NP_418612.1	COG1349
NP_418662.1	COG1609
NP_418681.1	COG0260
NP_418685.1	COG1609
NP_418712.1	COG3712
NP_418713.1	COG1595
NP_418744.1	COG2186
NP_418747.1	COG0583
NP_418785.1	COG2197
NP_418810.1	COG2973
NP_418813.1	COG2207
NP_418815.1	COG0745
NP_418818.1	COG0745
NP_414847.3	COG1309
NP_414879.3	COG1609
NP_416668.3	COG0664
NP_417693.3	COG2186
YP_026222.1	COG1609
YP_026239.1	COG2186
YP_026246.1	COG0583
NP_414576.4	2BXKV
NP_414618.4	COG0583
YP_025294.2	COG0028
NP_414704.4	COG3835
NP_414969.4	COG0271
NP_415629.4	COG1309
NP_415719.2	COG3284
NP_415819.4	COG1221
NP_415939.2	COG0583
NP_415967.2	COG1802
NP_416047.4	COG1846
NP_416048.2	COG4977
NP_416159.2	COG1846
NP_416431.2	2DBMG
NP_416478.2	COG0745
NP_416521.2	COG2161
NP_416616.4	COG0489
NP_416629.4	COG3279
NP_416986.4	COG3604
NP_417056.2	COG1737
NP_417189.2	COG3604
NP_417483.2	COG2207
NP_417565.2	COG2186
NP_417583.4	COG0251
NP_417805.4	COG2964
NP_418320.2	COG1349
NP_418442.2	COG1414
NP_418470.4	COG0735
NP_418513.4	COG1737
NP_418633.4	COG1733
NP_418715.2	COG2390
NP_418807.4	COG1056
YP_588458.1	COG4115
NP_414880.2	COG1414
NP_415289.4	COG0583
NP_415955.2	COG1598
NP_416125.2	COG0745
NP_416166.3	COG1309
NP_414872.3	COG0583
NP_414891.4	COG1937
NP_415317.4	COG1309
NP_417589.4	2F0UD
NP_417834.6	COG2188
NP_418608.6	COG1960
NP_418342.2	COG1917
NP_417215.2	COG1349
NP_417194.2	COG1609
NP_418786.4	COG2197
NP_418398.3	COG1309
