gene_id	root_og
NP_459136.1	COG1589
NP_459137.1	COG0849
NP_459138.1	COG0206
NP_459139.1	COG0774
NP_459141.1	COG0653
NP_459142.1	COG0494
NP_459143.1	COG3024
NP_459144.1	COG4582
NP_459145.1	COG0237
NP_459146.1	COG0516
NP_459147.1	COG1459
NP_459148.1	COG2804
NP_459149.1	COG4969
NP_459150.1	COG0157
NP_459151.1	COG3023
NP_459152.1	COG3725
NP_459153.1	COG3940
NP_459154.1	COG2211
NP_459155.1	COG1113
NP_459156.1	COG2186
NP_459157.1	COG2609
NP_459159.1	COG1249
NP_459160.1	2CVYH
NP_459161.1	COG4786
NP_459163.1	COG1049
NP_459164.1	COG3183
NP_459165.1	COG3112
NP_459166.1	28H7K
NP_459167.1	COG3395
NP_459168.1	COG1995
NP_459169.1	COG1349
NP_459170.1	COG1586
NP_459171.1	COG0421
NP_459172.1	2B1X9
NP_459173.1	COG2132
NP_459174.1	COG4993
NP_459175.1	COG0634
NP_459176.1	COG0288
NP_459177.1	COG1131
NP_459178.1	COG0842
NP_459179.1	COG3539
NP_459180.1	COG3188
NP_459181.1	COG3121
NP_459182.1	COG3539
NP_459183.1	COG2893
NP_459184.1	COG0726
NP_459185.1	COG0853
NP_459186.1	COG0414
NP_459187.1	COG0413
NP_459188.1	COG0801
NP_459189.1	COG0617
NP_459191.1	COG1734
NP_459192.1	COG1489
NP_459193.1	COG1514
NP_459194.1	COG1643
NP_459195.1	COG0744
NP_459196.1	COG4774
NP_459197.1	COG1120
NP_459198.1	COG0614
NP_459199.1	COG0609
NP_459200.1	COG3539
NP_459201.1	COG3188
NP_459202.1	COG3121
NP_459203.1	COG3539
NP_459204.1	COG3539
NP_459207.1	COG0001
NP_459208.1	COG0038
NP_459212.1	COG0775
NP_459214.1	COG0265
NP_459215.1	COG3835
NP_459218.1	COG2171
NP_459219.1	COG2844
NP_459220.1	COG0024
NP_459221.1	COG0052
NP_459226.1	COG0020
NP_459230.1	COG2825
NP_459231.1	COG1044
NP_459232.1	COG0764
NP_459233.1	COG1043
NP_459236.1	COG0587
NP_459237.1	COG0825
NP_459239.1	COG1982
NP_459240.1	COG0346
NP_459241.1	COG0037
NP_459242.1	COG4568
NP_459243.1	2E480
NP_459244.1	COG4681
NP_459245.1	COG1186
NP_459249.1	COG1464
NP_459250.1	COG2011
NP_459251.1	COG1135
NP_459253.1	COG0656
NP_459256.1	COG3021
NP_459290.1	COG3209
NP_459291.1	2EJMY
NP_459292.1	2BA09
NP_459297.1	29DHB
NP_459301.1	COG0726
NP_459307.1	COG1960
NP_459311.1	COG0389
NP_459313.1	COG2195
NP_459314.1	COG2236
NP_459315.1	COG1073
NP_459316.1	292QM
NP_459317.1	COG3203
NP_459322.1	2DMW3
NP_459327.1	COG0596
NP_459329.1	2EMEJ
NP_459330.1	2B0U7
NP_459335.1	COG3539
NP_459336.1	COG3710
NP_459346.1	COG0841
NP_459348.1	COG2217
NP_459349.1	COG0789
NP_459350.1	COG2608
NP_459355.1	COG1271
NP_459356.1	COG1294
NP_459359.1	COG4773
NP_459362.1	COG3829
NP_459363.1	COG2513
NP_459364.1	COG0372
NP_459365.1	COG2079
NP_459366.1	COG0365
NP_459369.1	COG0664
NP_459371.1	COG1133
NP_459372.1	28HWK
NP_459379.1	2E4IS
NP_459380.1	COG2199
NP_459383.1	COG0703
NP_459384.1	2E4SC
NP_459385.1	COG4126
NP_459389.1	COG0477
NP_459390.1	COG0419
NP_459391.1	COG0420
NP_459392.1	COG0745
NP_459393.1	COG5002
NP_459394.1	COG1114
NP_459396.1	COG0366
NP_459397.1	COG0450
NP_459399.1	COG0809
NP_459408.1	COG3248
NP_459418.1	COG0142
NP_459425.1	COG2188
NP_459426.1	COG0075
NP_459427.1	COG0637
NP_459429.1	COG1893
NP_459435.1	COG0109
NP_459436.1	COG3125
NP_459437.1	COG1845
NP_459438.1	COG0843
NP_459439.1	COG1622
NP_459440.1	COG2223
NP_459442.1	COG0271
NP_459444.1	COG0740
NP_459445.1	COG1219
NP_459446.1	COG0466
NP_459447.1	COG0776
NP_459448.1	COG0760
NP_459450.1	COG0824
NP_459455.1	COG1522
NP_459456.1	COG1132
NP_459457.1	COG1132
NP_459458.1	COG0347
NP_459459.1	COG0004
NP_459464.1	COG0254
NP_459465.1	COG0257
NP_459468.1	2CN5N
NP_459469.1	28PF7
NP_459470.1	COG0841
NP_459471.1	COG0845
NP_459472.1	COG1309
NP_459484.1	COG0276
NP_459487.1	COG1226
NP_459492.1	COG3755
NP_459493.1	COG2217
NP_459494.1	COG0789
NP_459495.1	COG1585
NP_459496.1	COG0330
NP_459497.1	COG4619
NP_459498.1	COG0390
NP_459502.1	COG4181
NP_459507.1	COG2011
NP_459508.1	COG2603
NP_459509.1	COG0583
NP_459510.1	COG3194
NP_459511.1	COG1414
NP_459512.1	COG3960
NP_459513.1	COG3622
NP_459514.1	COG2084
NP_459517.1	COG1953
NP_459518.1	COG0044
NP_459519.1	COG2233
NP_459520.1	COG1929
NP_459521.1	COG3257
NP_459522.1	COG0624
NP_459523.1	COG2055
NP_459528.1	COG0026
NP_459529.1	COG0041
NP_459530.1	COG2908
NP_459531.1	COG0652
NP_459536.1	COG2501
NP_459537.1	COG0190
NP_459539.1	COG3539
NP_459544.1	COG2197
NP_459550.1	2A87T
NP_459551.1	COG0463
NP_459552.1	COG2246
NP_459556.1	COG1249
NP_459557.1	2EF6J
NP_459558.1	COG3059
NP_459559.1	COG2214
NP_459560.1	COG1113
NP_459563.1	COG1221
NP_459569.1	COG2893
NP_459570.1	COG0778
NP_459571.1	COG2315
NP_459572.1	COG1309
NP_459573.1	COG2207
NP_459575.1	COG2170
NP_459576.1	COG2977
NP_459577.1	COG1629
NP_459578.1	COG2382
NP_459579.1	COG3251
NP_459580.1	COG1020
NP_459581.1	COG3765
NP_459582.1	COG1120
NP_459583.1	COG4779
NP_459584.1	COG0609
NP_459585.1	COG0477
NP_459586.1	COG4592
NP_459587.1	COG1169
NP_459588.1	COG1021
NP_459589.1	COG1535
NP_459590.1	COG1028
NP_459591.1	COG2050
NP_459592.1	COG1966
NP_459597.1	COG3969
NP_459598.1	COG0583
NP_459599.1	COG1651
NP_459600.1	COG0450
NP_459601.1	COG3634
NP_459606.1	COG0589
NP_459607.1	COG1063
NP_459610.1	COG0471
NP_459611.1	COG1767
NP_459612.1	COG3697
NP_459613.1	COG3051
NP_459614.1	COG2301
NP_459615.1	COG3052
NP_459616.1	COG3053
NP_459617.1	COG3290
NP_459618.1	COG4565
NP_459619.1	COG3069
NP_459620.1	2C256
NP_459621.1	COG1278
NP_459625.1	COG0320
NP_459633.1	COG1576
NP_459637.1	COG1057
NP_459638.1	COG1466
NP_459639.1	COG2980
NP_459640.1	COG0495
NP_459643.1	28H7K
NP_459644.1	COG3829
NP_459645.1	COG2888
NP_459655.1	COG0765
NP_459662.1	COG0621
NP_459665.1	COG0367
NP_459666.1	COG0647
NP_459667.1	COG1846
NP_459668.1	COG1820
NP_459669.1	COG0363
NP_459670.1	COG1263
NP_459672.1	2C471
NP_459673.1	2AQ40
NP_459677.1	COG0583
NP_459678.1	COG0735
NP_459679.1	COG0716
NP_459680.1	2DB8J
NP_459687.1	COG0745
NP_459688.1	COG0642
NP_459689.1	COG2156
NP_459690.1	COG2216
NP_459691.1	COG2060
NP_459692.1	2EN8K
NP_459693.1	2E70C
NP_459694.1	COG0415
NP_459697.1	COG2049
NP_459698.1	COG1984
NP_459699.1	COG1540
NP_459701.1	COG4974
NP_459707.1	COG1682
NP_459708.1	COG1134
NP_459713.1	COG0266
NP_459715.1	COG0372
NP_459717.1	COG2009
NP_459718.1	COG2142
NP_459719.1	COG1053
NP_459720.1	COG0479
NP_459721.1	COG0567
NP_459722.1	COG0508
NP_459723.1	COG0045
NP_459724.1	COG0074
NP_459725.1	COG1271
NP_459726.1	COG1294
NP_459727.1	COG4890
NP_459730.1	COG0811
NP_459731.1	COG0848
NP_459733.1	COG0823
NP_459734.1	COG2885
NP_459736.1	COG0379
NP_459737.1	COG3201
NP_459740.1	COG0722
NP_459747.1	COG1883
NP_459751.1	COG0588
NP_459752.1	COG2017
NP_459753.1	COG0153
NP_459754.1	COG1085
NP_459755.1	COG1087
NP_459759.1	2EGRQ
NP_459760.1	COG0725
NP_459761.1	COG4149
NP_459762.1	COG4148
NP_459766.1	COG1228
NP_459769.1	COG2986
NP_459770.1	COG1881
NP_459771.1	COG0161
NP_459772.1	COG0502
NP_459773.1	COG0156
NP_459774.1	COG0500
NP_459775.1	COG0132
NP_459776.1	COG0556
NP_459780.1	COG2896
NP_459781.1	COG0521
NP_459782.1	COG0315
NP_459784.1	COG0314
NP_459785.1	COG0670
NP_459793.1	COG0842
NP_459794.1	COG0842
NP_459795.1	COG1131
NP_459796.1	COG0845
NP_459797.1	COG1309
NP_459799.1	COG1199
NP_459800.1	COG0547
NP_459805.1	COG1126
NP_459806.1	COG0765
NP_459807.1	COG0834
NP_459808.1	COG0783
NP_459809.1	COG5006
NP_459810.1	COG3637
NP_459811.1	COG2194
NP_459812.1	COG1321
NP_459813.1	COG1055
NP_459814.1	COG1376
NP_459815.1	COG0488
NP_459822.1	COG0476
NP_459825.1	COG1123
NP_459827.1	COG0601
NP_459829.1	COG0621
NP_459830.1	29WPV
NP_459831.1	COG2301
NP_459833.1	COG2025
NP_459834.1	COG1960
NP_459840.1	COG1686
NP_459841.1	COG1349
NP_459842.1	COG0671
NP_459849.1	COG0695
NP_459850.1	2E45I
NP_459851.1	COG0778
NP_459852.1	COG0189
NP_459853.1	2DC0R
NP_459854.1	COG0687
NP_459855.1	COG3842
NP_459856.1	COG1176
NP_459857.1	COG1177
NP_459858.1	2E0RG
NP_459860.1	COG3037
NP_459861.1	COG3414
NP_459862.1	COG3119
NP_459863.1	COG0834
NP_459864.1	COG4160
NP_459865.1	COG4215
NP_459866.1	COG0834
NP_459867.1	COG1126
NP_459876.1	2DBGR
NP_459897.1	COG3637
NP_459904.1	COG2110
NP_459907.1	COG0393
NP_459908.1	COG3023
NP_459912.1	COG0028
NP_459913.1	COG1018
NP_459914.1	COG0369
NP_459915.1	COG2431
NP_459917.1	COG2990
NP_459918.1	COG0845
NP_459919.1	COG0577
NP_459920.1	COG1278
NP_459921.1	COG2127
NP_459922.1	COG0542
NP_459932.1	COG4987
NP_459933.1	COG4988
NP_459934.1	COG0492
NP_459935.1	COG1522
NP_459936.1	COG1674
NP_459937.1	COG2834
NP_459938.1	COG2256
NP_459939.1	COG0172
NP_459940.1	COG0243
NP_459941.1	COG0437
NP_459942.1	COG3302
NP_459948.1	COG1882
NP_459949.1	COG2116
NP_459952.1	COG1932
NP_459953.1	COG0128
NP_459955.1	COG0283
NP_459959.1	COG1132
NP_459970.1	COG2989
NP_459972.1	COG0491
NP_459973.1	COG1448
NP_459974.1	COG3203
NP_459979.1	COG1488
NP_459995.1	28KZZ
NP_459996.1	COG1403
NP_459997.1	COG0484
NP_460026.1	COG4886
NP_460032.1	COG0167
NP_460037.1	COG2995
NP_460038.1	COG1463
NP_460039.1	COG3009
NP_460040.1	COG3130
NP_460041.1	COG0764
NP_460042.1	COG1067
NP_460044.1	COG2885
NP_460045.1	COG5404
NP_460046.1	COG3070
NP_460051.1	COG3110
NP_460059.1	COG0670
NP_460060.1	2C5RA
NP_460061.1	COG1357
NP_460063.1	2EE8N
NP_460064.1	28HRV
NP_460065.1	2DJU8
NP_460067.1	COG4690
NP_460071.1	COG1853
NP_460075.1	COG1012
NP_460078.1	COG3971
NP_460083.1	2E777
NP_460084.1	COG0789
NP_460085.1	COG0484
NP_460090.1	2DB79
NP_460091.1	2CE55
NP_460092.1	COG0655
NP_460094.1	COG1309
NP_460095.1	COG3755
NP_460097.1	COG0591
NP_460099.1	COG1737
NP_460100.1	COG0591
NP_460101.1	COG3010
NP_460102.1	COG3055
NP_460103.1	COG1452
NP_460104.1	COG0477
NP_460105.1	COG0673
NP_460107.1	COG1387
NP_460108.1	COG3381
NP_460109.1	28NYX
NP_460110.1	COG1462
NP_460111.1	2DEP1
NP_460112.1	2C2E6
NP_460113.1	COG2197
NP_460114.1	2DRE1
NP_460115.1	29Z81
NP_460116.1	2CHEZ
NP_460125.1	COG0477
NP_460127.1	COG1054
NP_460133.1	2DMSQ
NP_460134.1	COG0418
NP_460136.1	COG2999
NP_460137.1	COG0477
NP_460138.1	COG1670
NP_460139.1	COG3132
NP_460140.1	COG0673
NP_460142.1	COG3418
NP_460143.1	COG2747
NP_460162.1	COG0416
NP_460163.1	COG0332
NP_460164.1	COG0331
NP_460165.1	COG1028
NP_460167.1	COG0304
NP_460173.1	COG1263
NP_460174.1	COG4773
NP_460181.1	COG1252
NP_460183.1	COG1309
NP_460184.1	2E4GN
NP_460185.1	COG1376
NP_460194.1	2B0TC
NP_460197.1	COG2195
NP_460200.1	COG0642
NP_460201.1	COG0745
NP_460202.1	COG0015
NP_460203.1	COG2915
NP_460208.1	COG0538
NP_460209.1	2EVMI
NP_460214.1	2B0T3
NP_460215.1	COG3637
NP_460216.1	COG3895
NP_460217.1	2B4RP
NP_460219.1	COG4409
NP_460221.1	2E7TI
NP_460222.1	COG0747
NP_460223.1	COG0601
NP_460224.1	COG1173
NP_460225.1	COG1123
NP_460226.1	COG1124
NP_460235.1	COG1605
NP_460236.1	COG1280
NP_460237.1	COG3615
NP_460238.1	2BFDU
NP_460244.1	COG2807
NP_460245.1	COG2207
NP_460250.1	COG2718
NP_460251.1	COG2766
NP_460252.1	COG3713
NP_460253.1	COG0641
NP_460254.1	COG0656
NP_460255.1	COG0676
NP_460256.1	COG0057
NP_460265.1	COG0334
NP_460267.1	COG0494
NP_460268.1	COG0708
NP_460269.1	COG4992
NP_460270.1	COG3138
NP_460271.1	COG1012
NP_460272.1	COG3724
NP_460273.1	COG2988
NP_460274.1	COG3678
NP_460275.1	COG0322
NP_460277.1	COG2913
NP_460278.1	COG1440
NP_460279.1	COG1455
NP_460280.1	COG1447
NP_460281.1	COG1917
NP_460282.1	COG1486
NP_460283.1	COG3394
NP_460284.1	COG0753
NP_460286.1	COG1823
NP_460292.1	COG1105
NP_460298.1	2BDY0
NP_460299.1	COG0441
NP_460301.1	COG0291
NP_460302.1	COG0292
NP_460303.1	COG0016
NP_460304.1	COG0072
NP_460305.1	COG0776
NP_460306.1	COG4139
NP_460310.1	COG2200
NP_460311.1	COG0397
NP_460313.1	COG0722
NP_460314.1	COG1806
NP_460315.1	COG0574
NP_460316.1	COG0318
NP_460319.1	COG2025
NP_460320.1	COG2086
NP_460321.1	COG1917
NP_460322.1	COG1960
NP_460334.1	COG0316
NP_460335.1	COG0719
NP_460336.1	COG0396
NP_460337.1	COG0719
NP_460338.1	COG0520
NP_460339.1	COG2166
NP_460343.1	COG0469
NP_460355.1	COG0789
NP_460356.1	COG2197
NP_460357.1	COG0642
NP_460358.1	29E52
NP_460359.1	COG1450
NP_460360.1	29KR2
NP_460361.1	2ETDY
NP_460362.1	2BJCT
NP_460363.1	2CIMX
NP_460364.1	COG1729
NP_460365.1	COG5613
NP_460366.1	2DZIU
NP_460367.1	2EAPK
NP_460371.1	2E8PP
NP_460372.1	2EJ77
NP_460373.1	2DIR2
NP_460374.1	COG4669
NP_460390.1	COG2230
NP_460393.1	COG1609
NP_460394.1	COG0605
NP_460395.1	COG0791
NP_460396.1	COG0278
NP_460398.1	COG0346
NP_460399.1	COG1902
NP_460400.1	COG1309
NP_460404.1	COG1289
NP_460405.1	COG1566
NP_460406.1	2E3ZD
NP_460408.1	COG3133
NP_460409.1	COG2377
NP_460415.1	COG3104
NP_460426.1	COG1816
NP_460428.1	COG1482
NP_460430.1	COG0114
NP_460431.1	28I61
NP_460432.1	COG0642
NP_460434.1	COG3203
NP_460435.1	COG0745
NP_460436.1	COG3136
NP_460437.1	COG0531
NP_460446.1	COG0477
NP_460447.1	COG0583
NP_460448.1	COG1940
NP_460449.1	COG0132
NP_460455.1	COG3381
NP_460456.1	COG3302
NP_460458.1	COG0243
NP_460459.1	COG0243
NP_460466.1	COG1063
NP_460470.1	COG1802
NP_460473.1	COG3729
NP_460474.1	COG1546
NP_460475.1	COG3111
NP_460478.1	2E68Q
NP_460480.1	COG1846
NP_460482.1	COG0477
NP_460483.1	COG0583
NP_460488.1	COG4319
NP_460490.1	COG3203
NP_460491.1	COG0375
NP_460492.1	COG0374
NP_460493.1	COG1773
NP_460494.1	COG1999
NP_460495.1	COG0298
NP_460496.1	COG0680
NP_460497.1	COG1969
NP_460498.1	COG0374
NP_460499.1	COG1740
NP_460500.1	COG3049
NP_460501.1	COG2186
NP_460503.1	COG2271
NP_460515.1	COG1757
NP_460516.1	COG1168
NP_460521.1	2EACP
NP_460522.1	COG1764
NP_460523.1	2CPZC
NP_460524.1	2EN1Q
NP_460527.1	COG2864
NP_460528.1	COG0437
NP_460529.1	COG0243
NP_460531.1	COG3203
NP_460535.1	COG2223
NP_460536.1	COG5013
NP_460537.1	COG1140
NP_460538.1	COG2180
NP_460539.1	COG2181
NP_460545.1	COG3391
NP_460555.1	2E4I9
NP_460557.1	COG1167
NP_460558.1	COG2173
NP_460560.1	2B0T1
NP_460561.1	2BID5
NP_460564.1	COG1396
NP_460567.1	COG0500
NP_460568.1	COG1275
NP_460586.1	COG1062
NP_460587.1	COG1937
NP_460589.1	28I71
NP_460590.1	COG3240
NP_460591.1	COG3326
NP_460592.1	COG0834
NP_460593.1	COG0765
NP_460594.1	COG1126
NP_460595.1	COG0765
NP_460596.1	COG5305
NP_460597.1	COG0500
NP_460599.1	COG1434
NP_460601.1	COG1182
NP_460607.1	COG3187
NP_460610.1	COG0674
NP_460616.1	COG0840
NP_460618.1	COG0350
NP_460621.1	COG3182
NP_460622.1	COG0668
NP_460624.1	COG3382
NP_460633.1	COG1028
NP_460634.1	COG0656
NP_460640.1	COG2077
NP_460641.1	COG3283
NP_460644.1	COG0607
NP_460645.1	2C1SN
NP_460646.1	COG1983
NP_460647.1	2CJWQ
NP_460648.1	COG1842
NP_460649.1	COG1221
NP_460659.1	COG0623
NP_460660.1	COG4950
NP_460662.1	COG5001
NP_460664.1	2CMW8
NP_460670.1	COG0807
NP_460671.1	COG1048
NP_460672.1	COG0583
NP_460673.1	COG0550
NP_460674.1	2CK10
NP_460675.1	COG0616
NP_460678.1	COG1187
NP_460682.1	COG0147
NP_460683.1	COG0512
NP_460684.1	COG0134
NP_460685.1	COG0133
NP_460686.1	COG0159
NP_460687.1	COG3729
NP_460688.1	COG3685
NP_460689.1	COG3685
NP_460691.1	COG3047
NP_460692.1	COG0727
NP_460693.1	28JC8
NP_460694.1	COG2917
NP_460696.1	COG0810
NP_460698.1	COG1502
NP_460701.1	COG4608
NP_460702.1	COG0444
NP_460703.1	COG1173
NP_460704.1	COG0601
NP_460708.1	COG1012
NP_460710.1	COG2916
NP_460711.1	COG1210
NP_460712.1	COG0745
NP_460713.1	COG1752
NP_460714.1	COG3012
NP_460715.1	COG0788
NP_460717.1	COG2181
NP_460718.1	COG2180
NP_460719.1	COG1140
NP_460720.1	COG5013
NP_460721.1	COG2223
NP_460722.1	COG3850
NP_460723.1	COG2197
NP_460726.1	COG4572
NP_460727.1	COG0387
NP_460728.1	COG2877
NP_460729.1	COG2912
NP_460730.1	COG3094
NP_460731.1	COG2890
NP_460732.1	COG0216
NP_460733.1	COG0373
NP_460736.1	COG0462
NP_460738.1	2DB54
NP_460740.1	COG0012
NP_460742.1	COG1740
NP_460743.1	COG0374
NP_460744.1	COG1969
NP_460745.1	COG0680
NP_460746.1	COG1999
NP_460747.1	COG1773
NP_460748.1	COG1271
NP_460749.1	COG1294
NP_460751.1	COG0334
NP_460758.1	COG0787
NP_460759.1	COG0665
NP_460761.1	COG2186
NP_460763.1	COG1495
NP_460764.1	COG3615
NP_460771.1	COG2894
NP_460774.1	COG0318
NP_460777.1	COG1199
NP_460782.1	COG1760
NP_460786.1	COG2893
NP_460787.1	COG3715
NP_460788.1	COG3716
NP_460789.1	COG4811
NP_460790.1	COG1971
NP_460793.1	COG1278
NP_460794.1	2EQ5Q
NP_460796.1	2E94K
NP_460797.1	2CYZ3
NP_460798.1	COG1414
NP_460811.1	2EPZ5
NP_460812.1	COG5562
NP_460818.1	COG0697
NP_460819.1	2EFWF
NP_460820.1	COG1495
NP_460837.1	COG2979
NP_460838.1	2DM3Z
NP_460839.1	COG3141
NP_460840.1	COG0027
NP_460841.1	COG0800
NP_460842.1	COG0129
NP_460843.1	COG0364
NP_460844.1	COG1737
NP_460850.1	COG1108
NP_460851.1	COG2255
NP_460852.1	COG0632
NP_460854.1	28IT1
NP_460855.1	COG0817
NP_460868.1	COG4225
NP_460872.1	COG3143
NP_460873.1	COG0745
NP_460874.1	COG2201
NP_460875.1	COG1352
NP_460876.1	COG0840
NP_460877.1	COG0835
NP_460878.1	COG0643
NP_460879.1	COG1360
NP_460880.1	COG1291
NP_460882.1	2AX91
NP_460884.1	COG0589
NP_460888.1	COG1528
NP_460890.1	2DX6P
NP_460891.1	COG1528
NP_460893.1	COG0814
NP_460898.1	COG0558
NP_460899.1	COG0322
NP_460900.1	COG2197
NP_460902.1	2E5U3
NP_460903.1	COG2197
NP_460904.1	COG1126
NP_460907.1	COG0834
NP_460908.1	2DBMG
NP_460909.1	COG1191
NP_460912.1	COG1344
NP_460913.1	COG1345
NP_460921.1	COG1677
NP_460922.1	COG1766
NP_460923.1	COG1536
NP_460924.1	COG1317
NP_460925.1	COG1157
NP_460926.1	COG2882
NP_460927.1	COG3144
NP_460937.1	COG3769
NP_460940.1	COG2354
NP_460945.1	2DZQZ
NP_460946.1	COG3203
NP_460947.1	COG1278
NP_460948.1	COG0389
NP_460949.1	COG1974
NP_460956.1	COG0775
NP_460959.1	COG0534
NP_460974.1	COG2875
NP_460981.1	COG2207
NP_460982.1	COG0580
NP_461002.1	COG0282
NP_461006.1	COG3449
NP_461008.1	COG4117
NP_461009.1	COG0437
NP_461010.1	COG0243
NP_461025.1	COG1004
NP_461026.1	COG0362
NP_461032.1	COG0463
NP_461033.1	COG2244
NP_461039.1	COG1898
NP_461040.1	COG1209
NP_461041.1	COG1091
NP_461042.1	COG1088
NP_461047.1	COG2244
NP_461061.1	COG0489
NP_461062.1	COG0394
NP_461063.1	COG1596
NP_461064.1	COG1253
NP_461069.1	COG0122
NP_461070.1	COG0443
NP_461071.1	COG0845
NP_461072.1	COG0841
NP_461073.1	COG0841
NP_461074.1	COG0477
NP_461075.1	COG0642
NP_461076.1	COG0745
NP_461081.1	28IS8
NP_461085.1	COG1830
NP_461089.1	COG2188
NP_461090.1	COG0351
NP_461091.1	COG2145
NP_461092.1	COG5455
NP_461097.1	2E71U
NP_461103.1	COG3279
NP_461105.1	COG0789
NP_461116.1	COG1028
NP_461117.1	COG1538
NP_461120.1	COG0654
NP_461121.1	COG0625
NP_461122.1	COG0179
NP_461123.1	COG3435
NP_461124.1	COG0477
NP_461127.1	COG1346
NP_461128.1	COG0295
NP_461131.1	COG0493
NP_461132.1	COG0167
NP_461133.1	COG4211
NP_461134.1	COG1129
NP_461135.1	COG1879
NP_461136.1	COG1609
NP_461137.1	COG2311
NP_461138.1	COG0302
NP_461144.1	COG1629
NP_461145.1	COG0833
NP_461146.1	COG0583
NP_461147.1	COG2855
NP_461148.1	COG0648
NP_461149.1	COG1299
NP_461150.1	COG1105
NP_461151.1	COG1925
NP_461152.1	COG0477
NP_461158.1	COG0791
NP_461164.1	2ATGA
NP_461168.1	COG1825
NP_461184.1	COG4886
NP_461185.1	29WTE
NP_461188.1	2ECYV
NP_461189.1	COG2197
NP_461190.1	COG3088
NP_461191.1	COG0526
NP_461192.1	COG1138
NP_461193.1	COG2332
NP_461194.1	COG3114
NP_461195.1	COG0755
NP_461196.1	COG2386
NP_461197.1	COG4133
NP_461198.1	COG3005
NP_461199.1	COG3043
NP_461200.1	COG0348
NP_461201.1	COG0437
NP_461202.1	COG0243
NP_461203.1	COG3062
NP_461204.1	COG1145
NP_461206.1	COG4615
NP_461207.1	COG3145
NP_461208.1	COG0350
NP_461210.1	COG3203
NP_461211.1	COG0642
NP_461212.1	COG2197
NP_461214.1	COG0188
NP_461218.1	COG2227
NP_461219.1	COG0209
NP_461220.1	COG0208
NP_461221.1	COG1018
NP_461224.1	COG0584
NP_461225.1	COG2271
NP_461226.1	COG0578
NP_461227.1	COG3075
NP_461228.1	COG0247
NP_461240.1	COG0463
NP_461241.1	COG0223
NP_461242.1	COG0726
NP_461243.1	COG1807
NP_461244.1	COG2076
NP_461245.1	COG2076
NP_461246.1	2EDNI
