gene_id	root_og
NP_388528.1	COG1828
NP_388529.1	COG0047
NP_388535.1	COG0151
NP_388539.1	COG1470
NP_388540.1	COG4496
NP_388542.1	COG1646
NP_388543.1	COG0210
NP_388544.1	COG0272
NP_388545.1	COG4851
NP_388546.1	COG2334
NP_388547.1	COG1285
NP_388548.1	COG0591
NP_388549.1	COG0721
NP_388550.1	COG0154
NP_388570.1	2E85N
NP_388572.1	COG3546
NP_388573.1	COG0454
NP_388576.1	COG2972
NP_388579.1	COG1175
NP_388580.1	COG0395
NP_388581.1	COG4225
NP_388582.1	COG2207
NP_388583.1	COG2755
NP_388584.1	29765
NP_388585.1	COG5578
NP_388586.1	COG3401
NP_388587.1	COG3401
NP_388588.1	COG2755
NP_388589.1	COG1874
NP_388591.1	COG1653
NP_388592.1	COG4209
NP_388593.1	COG0395
NP_388594.1	COG1486
NP_388600.1	COG5583
NP_388603.1	COG1846
NP_388604.1	COG0654
NP_388611.1	COG1216
NP_388615.1	COG0531
NP_388620.1	COG0789
NP_388621.1	COG0477
NP_388626.1	COG2130
NP_388627.1	COG2211
NP_388629.1	COG1262
NP_388630.1	COG1120
NP_388631.1	COG0609
NP_388632.1	COG0609
NP_388633.1	COG4594
NP_388637.1	COG3866
NP_388638.1	COG0471
NP_388639.1	COG3290
NP_388640.1	COG4565
NP_388642.1	COG2851
NP_388643.1	COG0491
NP_388651.1	COG1263
NP_388656.1	COG1115
NP_388661.1	COG1263
NP_388662.1	COG0366
NP_388663.1	COG2188
NP_388664.1	COG0778
NP_388665.1	COG0737
NP_388666.1	COG0693
NP_388687.1	COG1071
NP_388688.1	COG0022
NP_388689.1	COG0508
NP_388690.1	COG1249
NP_388691.1	COG3284
NP_388692.1	2EH2H
NP_388699.1	COG1486
NP_388700.1	COG1737
NP_388701.1	COG1263
NP_388704.1	COG2259
NP_388708.1	COG1082
NP_388715.1	COG1695
NP_388717.1	COG3936
NP_388725.1	COG0614
NP_388726.1	COG0609
NP_388727.1	COG0609
NP_388729.1	COG0778
NP_388730.1	2DJQF
NP_388739.1	COG0596
NP_388742.1	COG1988
NP_388743.1	COG1194
NP_388745.1	COG1028
NP_388746.1	2DRQR
NP_388753.1	COG0735
NP_388764.1	COG0715
NP_388765.1	COG0600
NP_388768.1	COG0199
NP_388773.1	2DB72
NP_388779.1	COG2718
NP_388780.1	COG1846
NP_388781.1	COG1566
NP_388782.1	COG0477
NP_388783.1	COG0655
NP_388784.1	28XRM
NP_388786.1	2CHZZ
NP_388787.1	COG1725
NP_388788.1	COG1131
NP_388789.1	COG1131
NP_388790.1	COG1277
NP_388791.1	COG1278
NP_388794.1	COG1823
NP_388804.1	COG0517
NP_388808.1	COG1954
NP_388809.1	COG0580
NP_388813.1	COG2203
NP_388814.1	COG2197
NP_388815.1	COG0431
NP_388827.1	COG0531
NP_388828.1	COG0733
NP_388829.1	COG1167
NP_388830.1	COG0454
NP_388835.1	COG0204
NP_388837.1	COG0789
NP_388840.1	COG1253
NP_388843.1	COG0584
NP_388852.1	COG1132
NP_388856.1	2BX75
NP_388859.1	COG0189
NP_388862.1	COG4335
NP_388872.1	COG0420
NP_388873.1	COG4717
NP_388874.1	COG3481
NP_388876.1	COG0760
NP_388880.1	COG1846
NP_388883.1	COG1932
NP_388893.1	COG0407
NP_388894.1	COG0276
NP_388895.1	COG1232
NP_388896.1	COG1309
NP_388897.1	COG1511
NP_388898.1	COG0332
NP_388910.1	COG0501
NP_388912.1	COG0454
NP_388916.1	COG0183
NP_388917.1	COG0318
NP_388918.1	COG1268
NP_388923.1	COG4903
NP_388926.1	COG0591
NP_388927.1	2EFSS
NP_388928.1	2ATJK
NP_388929.1	COG0398
NP_388930.1	COG0681
NP_388933.1	COG0738
NP_388936.1	COG0399
NP_388937.1	COG1609
NP_388942.1	COG1633
NP_388947.1	COG1403
NP_388949.1	2EEB8
NP_388950.1	2C5QJ
NP_388951.1	2EBJR
NP_388953.1	2DPJX
NP_388954.1	2DJ46
NP_388958.1	COG1404
NP_388962.1	COG0534
NP_388963.1	COG1917
NP_388964.1	COG1609
NP_388967.1	COG1279
NP_388972.1	COG0529
NP_388975.1	COG2045
NP_388976.1	COG1809
NP_388977.1	COG1284
NP_388982.1	COG0646
NP_388997.1	COG2151
NP_389003.1	COG0548
NP_389007.1	COG0078
NP_389013.1	2C7Y5
NP_389015.1	COG0332
NP_389016.1	COG0304
NP_389018.1	COG0444
NP_389022.1	COG1173
NP_389025.1	COG4166
NP_389026.1	COG0601
NP_389027.1	COG1173
NP_389028.1	COG0444
NP_389029.1	COG4608
NP_389032.1	COG1393
NP_389033.1	COG0861
NP_389047.1	COG0819
NP_389048.1	COG0352
NP_389049.1	COG0665
NP_389050.1	COG2104
NP_389051.1	COG2022
NP_389052.1	COG0476
NP_389053.1	COG0351
NP_389056.1	28Q17
NP_389057.1	29X3J
NP_389058.1	2CFVW
NP_389059.1	2ARSC
NP_389060.1	29RIB
NP_389061.1	2CDF4
NP_389066.1	COG2153
NP_389067.1	COG1514
NP_389068.1	COG2382
NP_389069.1	COG0626
NP_389070.1	COG0626
NP_389072.1	COG5505
NP_389073.1	2DHU9
NP_389074.1	2C7E8
NP_389081.1	COG3227
NP_389084.1	COG1482
NP_389085.1	28NY7
NP_389086.1	COG1670
NP_389092.1	COG0726
NP_389098.1	COG3383
NP_389103.1	COG2124
NP_389110.1	COG2427
NP_389111.1	COG1252
NP_389112.1	COG1904
NP_389113.1	COG2211
NP_389114.1	COG2055
NP_389115.1	COG1063
NP_389116.1	COG1312
NP_389117.1	COG1028
NP_389118.1	COG2271
NP_389119.1	COG1609
NP_389120.1	COG0246
NP_389122.1	COG0730
NP_389125.1	COG0457
NP_389133.1	COG1396
NP_389137.1	2B77Q
NP_389139.1	COG3728
NP_389140.1	COG1783
NP_389143.1	COG4653
NP_389144.1	2EHGE
NP_389145.1	2EFQM
NP_389146.1	28Y6W
NP_389148.1	2CBAP
NP_389168.1	COG1392
NP_389169.1	COG0531
NP_389170.1	COG0346
NP_389176.1	COG0601
NP_389177.1	COG1173
NP_389178.1	COG0444
NP_389181.1	COG4948
NP_389187.1	COG1017
NP_389192.1	COG2076
NP_389193.1	COG2076
NP_389197.1	COG1764
NP_389199.1	COG1764
NP_389200.1	COG0590
NP_389202.1	COG1404
NP_389208.1	COG0745
NP_389209.1	COG3850
NP_389214.1	COG0789
NP_389215.1	29S82
NP_389216.1	29SC8
NP_389217.1	COG1846
NP_389223.1	COG1793
NP_389224.1	COG1273
NP_389227.1	COG0861
NP_389230.1	2BX75
NP_389231.1	28PJY
NP_389232.1	COG0501
NP_389234.1	29S13
NP_389236.1	COG5002
NP_389237.1	COG0350
NP_389241.1	COG0436
NP_389247.1	2AS3A
NP_389250.1	COG1846
NP_389251.1	COG1360
NP_389252.1	COG1291
NP_389253.1	COG0542
NP_389254.1	COG3949
NP_389258.1	COG0780
NP_389263.1	2E4N6
NP_389265.1	COG3773
NP_389266.1	COG2244
NP_389267.1	COG0526
NP_389268.1	COG2217
NP_389272.1	COG1263
NP_389273.1	COG1925
NP_389275.1	2EURH
NP_389276.1	COG1533
NP_389279.1	COG2084
NP_389282.1	COG4191
NP_389287.1	COG1376
NP_389289.1	COG1028
NP_389293.1	COG4703
NP_389294.1	COG1978
NP_389295.1	2DFUR
NP_389296.1	COG0517
NP_389297.1	COG0583
NP_389298.1	COG0716
NP_389299.1	2AQTM
NP_389305.1	COG0450
NP_389307.1	29AGR
NP_389308.1	29RCT
NP_389311.1	COG0303
NP_389313.1	COG0314
NP_389314.1	COG1977
NP_389315.1	COG1132
NP_389317.1	2EJ6V
NP_389318.1	COG0845
NP_389319.1	COG1136
NP_389320.1	COG0577
NP_389321.1	COG1349
NP_389322.1	COG1105
NP_389323.1	COG1299
NP_389324.1	COG0681
NP_389332.1	COG3852
NP_389341.1	COG1071
NP_389342.1	COG0022
NP_389343.1	COG0508
NP_389344.1	COG1249
NP_389345.1	COG0526
NP_389346.1	COG1982
NP_389353.1	COG3227
NP_389354.1	2FH24
NP_389355.1	29RZZ
NP_389356.1	COG1595
NP_389357.1	COG5660
NP_389358.1	2AR0Q
NP_389366.1	COG2066
NP_389369.1	COG1038
NP_389370.1	COG1612
NP_389371.1	COG0109
NP_389372.1	COG1622
NP_389374.1	COG1845
NP_389375.1	COG3125
NP_389376.1	COG3336
NP_389377.1	2AHI2
NP_389379.1	COG2340
NP_389382.1	COG3679
NP_389385.1	COG0669
NP_389386.1	COG3314
NP_389387.1	COG1752
NP_389392.1	2C8MW
NP_389394.1	COG1893
NP_389396.1	COG2001
NP_389397.1	COG0275
NP_389401.1	COG0769
NP_389403.1	COG0771
NP_389404.1	COG0772
NP_389406.1	COG0812
NP_389407.1	COG1589
NP_389410.1	COG3856
NP_389413.1	COG1404
NP_389414.1	29ECG
NP_389416.1	COG1191
NP_389419.1	COG1873
NP_389420.1	COG1496
NP_389421.1	COG0325
NP_389423.1	COG0762
NP_389424.1	COG2302
NP_389425.1	COG3599
NP_389430.1	COG2065
NP_389434.1	COG0505
NP_389435.1	COG0458
NP_389436.1	COG0543
NP_389437.1	COG0167
NP_389438.1	COG0284
NP_389439.1	COG0461
NP_389440.1	COG0175
NP_389441.1	COG0306
NP_389442.1	COG2046
NP_389443.1	COG0529
NP_389444.1	COG0007
NP_389445.1	COG2138
NP_389446.1	COG1648
NP_389448.1	COG0474
NP_389454.1	COG0242
NP_389455.1	COG0223
NP_389456.1	COG0144
NP_389463.1	29SFK
NP_389468.1	COG1760
NP_389470.1	COG1349
NP_389471.1	COG0416
NP_389472.1	COG0331
NP_389473.1	COG1028
NP_389474.1	COG0236
NP_389475.1	COG0571
NP_389477.1	COG0552
NP_389478.1	28M0G
NP_389491.1	COG0045
NP_389492.1	COG0074
NP_389493.1	COG0758
NP_389494.1	COG0550
NP_389496.1	COG4974
NP_389497.1	COG5405
NP_389498.1	COG1220
NP_389499.1	COG4465
NP_389500.1	COG1815
NP_389501.1	COG1558
NP_389502.1	COG1677
NP_389503.1	COG1766
NP_389504.1	COG1536
NP_389507.1	COG2882
NP_389510.1	COG1843
NP_389512.1	COG1580
NP_389513.1	COG1868
NP_389514.1	COG1776
NP_389515.1	COG2201
NP_389516.1	COG3190
NP_389517.1	COG1338
NP_389518.1	COG1987
NP_389520.1	COG1377
NP_389522.1	COG1419
NP_389523.1	COG0455
NP_389526.1	COG0835
NP_389527.1	COG1776
NP_389528.1	COG1871
NP_389529.1	COG1191
NP_389530.1	2D5MU
NP_389535.1	COG0020
NP_389541.1	COG0779
NP_389547.1	COG0858
NP_389548.1	COG0130
NP_389550.1	COG0184
NP_389551.1	COG1185
NP_389552.1	COG0726
NP_389557.1	COG0136
NP_389559.1	COG0329
NP_389577.1	COG1680
NP_389580.1	COG2359
NP_389581.1	COG1063
NP_389582.1	COG0156
NP_389583.1	COG0621
NP_389584.1	COG4550
NP_389585.1	2BYGR
NP_389589.1	COG3226
NP_389608.1	COG1404
NP_389616.1	COG1923
NP_389619.1	COG1780
NP_389620.1	COG0209
NP_389621.1	COG0208
NP_389622.1	COG4112
NP_389627.1	COG0789
NP_389628.1	COG0174
NP_389631.1	2E8AN
NP_389643.1	COG1070
NP_389654.1	COG1826
NP_389658.1	COG0697
NP_389659.1	COG0531
NP_389660.1	28IEM
NP_389668.1	COG1974
NP_389669.1	COG1388
NP_389670.1	COG1961
NP_389671.1	COG4224
NP_389672.1	COG0021
NP_389673.1	2EUDS
NP_389674.1	COG3763
NP_389675.1	29S1R
NP_389676.1	COG0785
NP_389680.1	COG0071
NP_389681.1	2E54C
NP_389682.1	2EI8E
NP_389683.1	COG1048
NP_389684.1	COG0526
NP_389694.1	COG1115
NP_389697.1	COG5520
NP_389698.1	COG3507
NP_389699.1	COG2246
NP_389700.1	COG1210
NP_389701.1	COG0586
NP_389704.1	COG1024
NP_389705.1	COG0119
NP_389706.1	COG0439
NP_389707.1	COG0318
NP_389708.1	COG1960
NP_389712.1	COG1020
NP_389714.1	COG1020
NP_389715.1	COG1020
NP_389723.1	COG0405
NP_389738.1	COG0111
NP_389744.1	COG4305
NP_389748.1	COG2140
NP_389759.1	29QTX
NP_389768.1	2DNHP
NP_389772.1	COG0457
NP_389776.1	2EAKH
NP_389777.1	291HX
NP_389784.1	COG5434
NP_389788.1	COG1309
NP_389792.1	2DUZZ
NP_389793.1	COG0640
NP_389798.1	COG1619
NP_389799.1	COG3239
NP_389800.1	COG4585
NP_389801.1	COG2197
NP_389802.1	COG1388
NP_389803.1	COG0514
NP_389804.1	COG1182
NP_389813.1	COG1012
NP_389816.1	COG0733
NP_389817.1	COG0385
NP_389823.1	COG0791
NP_389835.1	COG1733
NP_389836.1	COG0778
NP_389837.1	COG0400
NP_389838.1	COG0346
NP_389839.1	COG0591
NP_389844.1	COG0813
NP_389852.1	COG0624
NP_389854.1	COG1788
NP_389856.1	COG0454
NP_389857.1	COG0463
NP_389858.1	29RRN
NP_389859.1	29RIJ
NP_389861.1	COG4247
NP_389876.1	2BX75
NP_389940.1	29TIF
NP_390017.1	2BXMF
NP_390027.1	COG1495
NP_390028.1	COG0463
NP_390029.1	COG0526
NP_390030.1	COG2274
NP_390034.1	2EAKH
NP_390035.1	291HX
NP_390037.1	2DWVZ
NP_390038.1	COG1670
NP_390039.1	2DP6N
NP_390040.1	28MM1
NP_390059.1	2E2C2
NP_390060.1	COG1171
NP_390061.1	COG1221
NP_390062.1	COG1272
NP_390076.1	COG1278
NP_390077.1	29S43
NP_390085.1	COG0699
NP_390088.1	COG2233
NP_390089.1	COG0503
NP_390091.1	28H7K
NP_390092.1	COG0800
NP_390093.1	COG0524
NP_390094.1	COG1609
NP_390095.1	COG3717
NP_390096.1	COG1028
NP_390102.1	2DP9U
NP_390105.1	COG2190
NP_390108.1	2ETMY
NP_390109.1	2C8E7
NP_390118.1	COG0436
NP_390121.1	COG0847
NP_390122.1	COG0853
NP_390124.1	COG0413
NP_390130.1	COG0289
NP_390133.1	28RMR
NP_390134.1	COG4347
NP_390135.1	COG1290
NP_390136.1	COG1290
NP_390137.1	COG0723
NP_390138.1	2CSPZ
NP_390140.1	COG0457
NP_390141.1	COG0128
NP_390142.1	COG0287
NP_390144.1	COG0159
NP_390151.1	COG0337
NP_390154.1	COG0105
NP_390160.1	COG0776
NP_390161.1	COG0699
NP_390162.1	28J08
NP_390163.1	2EJSH
NP_390165.1	COG1160
NP_390170.1	COG0283
NP_390173.1	COG2959
NP_390174.1	COG3409
NP_390179.1	COG1408
NP_390185.1	COG1141
NP_390192.1	COG5002
NP_390195.1	COG1333
NP_390200.1	COG1686
NP_390202.1	COG1386
NP_390203.1	COG1354
NP_390211.1	29RI8
NP_390212.1	COG0681
NP_390219.1	COG0019
NP_390222.1	COG0332
NP_390223.1	2ANER
NP_390224.1	2AF43
NP_390226.1	COG1191
NP_390227.1	COG2172
NP_390228.1	COG1366
NP_390229.1	COG1686
NP_390230.1	COG0005
NP_390234.1	COG1300
NP_390236.1	COG0281
NP_390237.1	COG1757
NP_390239.1	COG0252
NP_390240.1	COG1396
NP_390251.1	2DQHI
NP_390252.1	COG0389
NP_390253.1	29THW
NP_390263.1	COG1902
NP_390269.1	COG0706
NP_390276.1	COG1126
NP_390277.1	COG0765
NP_390278.1	COG0834
NP_390283.1	COG0508
NP_390284.1	COG0022
NP_390285.1	COG1071
NP_390288.1	COG0334
NP_390290.1	COG3290
NP_390292.1	COG2513
NP_390294.1	COG0372
NP_390297.1	COG0183
NP_390302.1	COG0745
NP_390305.1	COG1438
NP_390311.1	COG0190
NP_390315.1	COG0511
NP_390318.1	2E7KE
NP_390320.1	2CPUI
NP_390321.1	2E555
NP_390322.1	2CEWW
NP_390323.1	COG3854
NP_390324.1	2E4CX
NP_390333.1	COG0095
NP_390335.1	COG1003
NP_390338.1	COG0553
NP_390339.1	2CH5D
NP_390340.1	29S6X
NP_390341.1	COG1396
NP_390342.1	2CA96
NP_390343.1	COG0681
NP_390344.1	29RGE
NP_390345.1	29KX1
NP_390347.1	2BH1G
NP_390348.1	COG4940
NP_390349.1	2A141
NP_390350.1	COG4970
NP_390351.1	COG4537
NP_390352.1	COG1459
NP_390353.1	COG2804
NP_390354.1	COG0598
NP_390355.1	COG1253
NP_390358.1	2E1GI
NP_390359.1	COG0491
NP_390360.1	2ES0W
NP_390366.1	COG4483
NP_390369.1	COG0212
NP_390372.1	2E4ER
NP_390374.1	COG1117
NP_390375.1	COG1117
NP_390378.1	COG0226
NP_390385.1	COG1388
NP_390386.1	COG0821
NP_390387.1	COG4709
NP_390391.1	2E5RP
NP_390398.1	COG2010
NP_390402.1	COG1806
NP_390403.1	COG0517
NP_390407.1	COG1159
NP_390408.1	COG0295
NP_390414.1	2E4EZ
NP_390421.1	COG0621
NP_390422.1	COG1385
NP_390425.1	COG0443
NP_390426.1	COG0576
NP_390427.1	COG1420
NP_390429.1	COG0481
NP_390430.1	2C4MB
NP_390431.1	COG0860
NP_390432.1	COG0680
NP_390435.1	COG0658
NP_390436.1	COG2131
NP_390437.1	COG1555
NP_390448.1	COG3409
NP_390455.1	COG0394
NP_390458.1	COG0640
NP_390463.1	COG5444
NP_390464.1	2DMGT
NP_390465.1	28SJJ
NP_390500.1	2EIV1
NP_390502.1	COG4570
NP_390505.1	COG3723
NP_390506.1	COG5377
NP_390507.1	2BH16
NP_390508.1	2BHCY
NP_390509.1	2FA2Y
NP_390511.1	COG1476
NP_390519.1	COG0642
NP_390520.1	COG0745
NP_390521.1	COG2311
NP_390522.1	COG0454
NP_390526.1	COG0730
NP_390527.1	COG0425
NP_390530.1	COG0425
NP_390531.1	COG2210
NP_390532.1	COG1937
NP_390536.1	COG0477
NP_390537.1	COG0454
NP_390541.1	COG2072
NP_390542.1	COG1230
NP_390546.1	COG1114
NP_390547.1	COG1687
NP_390548.1	COG1296
NP_390549.1	COG1522
NP_390551.1	COG2124
NP_390557.1	COG2070
NP_390559.1	2CQ69
NP_390560.1	COG3443
NP_390561.1	COG1595
NP_390566.1	COG3409
NP_390581.1	COG1621
NP_390582.1	COG3716
NP_390583.1	COG3715
NP_390584.1	COG3444
NP_390585.1	COG2893
NP_390588.1	COG1280
NP_390594.1	COG0369
NP_390595.1	COG1309
NP_390597.1	29T4S
NP_390598.1	COG2116
NP_390602.1	2E8M6
NP_390603.1	COG0626
NP_390604.1	COG0031
NP_390605.1	COG0775
NP_390606.1	COG0500
NP_390615.1	COG1559
NP_390618.1	COG0013
NP_390620.1	COG1126
NP_390621.1	COG0834
NP_390622.1	COG0765
NP_390623.1	COG0765
NP_390624.1	COG3881
NP_390645.1	COG2244
NP_390646.1	COG2323
NP_390647.1	2E8Q1
NP_390652.1	COG0632
NP_390653.1	2DGQY
NP_390663.1	COG0379
NP_390664.1	COG0157
NP_390665.1	COG0029
NP_390666.1	COG1104
NP_390670.1	COG0536
NP_390675.1	COG1994
NP_390676.1	COG0739
NP_390682.1	COG2003
NP_390683.1	COG0424
NP_390684.1	29RG0
NP_390690.1	COG0001
NP_390691.1	COG0113
NP_390692.1	COG1587
NP_390693.1	COG0181
NP_390695.1	COG0373
NP_390697.1	COG0218
NP_390698.1	COG0466
NP_390703.1	COG0066
NP_390704.1	COG0065
NP_390706.1	COG0119
NP_390707.1	COG0059
NP_390709.1	COG0028
NP_390711.1	COG0454
NP_390716.1	COG5401
NP_390720.1	COG0824
NP_390721.1	COG0479
NP_390723.1	COG2009
NP_390728.1	COG3118
NP_390730.1	COG2025
NP_390731.1	COG2086
NP_390732.1	COG1024
NP_390733.1	COG1309
NP_390734.1	COG0318
NP_390741.1	COG0072
NP_390742.1	COG0016
NP_390746.1	COG0277
NP_390747.1	COG0247
NP_390752.1	COG1175
NP_390754.1	COG0371
NP_390755.1	COG0647
NP_390756.1	COG0235
NP_390757.1	COG1069
NP_390762.1	COG3326
NP_390763.1	COG0292
NP_390764.1	COG0291
NP_390765.1	COG0290
NP_390768.1	COG1346
NP_390769.1	COG1380
NP_390770.1	COG3279
NP_390780.1	COG0057
NP_390781.1	COG1733
NP_390782.1	COG0477
NP_390783.1	COG0656
NP_390787.1	COG0258
NP_390788.1	COG5002
NP_390790.1	COG0039
NP_390791.1	COG0538
NP_390792.1	COG0372
NP_390794.1	COG0628
NP_390796.1	COG0469
NP_390797.1	COG0205
NP_390798.1	COG0825
NP_390800.1	COG0281
NP_390801.1	COG0587
NP_390806.1	COG0730
NP_390807.1	COG1473
NP_390808.1	COG0196
NP_390809.1	COG2141
NP_390810.1	COG0695
NP_390811.1	COG2141
NP_390812.1	COG1126
NP_390813.1	COG0765
NP_390814.1	COG0765
NP_390815.1	COG0834
NP_390816.1	COG0834
NP_390817.1	COG0454
NP_390818.1	COG0583
NP_390822.1	COG0165
NP_390823.1	COG0137
NP_390824.1	COG0521
NP_390825.1	COG0282
NP_390827.1	COG2077
NP_390833.1	COG1574
NP_390835.1	2BX75
NP_390837.1	COG1104
NP_390838.1	COG1114
NP_390841.1	COG1309
NP_390846.1	COG0365
NP_390847.1	COG0454
NP_390848.1	COG0517
NP_390849.1	COG0123
NP_390852.1	COG1609
NP_390857.1	COG0773
NP_390866.1	COG0281
NP_390877.1	COG2252
NP_390885.1	COG1292
NP_390887.1	COG5578
NP_390888.1	COG0673
NP_390895.1	COG0395
NP_390897.1	COG2124
NP_390898.1	COG0502
NP_390899.1	COG0132
NP_390900.1	COG0156
NP_390901.1	COG0161
NP_390904.1	COG1609
NP_390905.1	COG1653
NP_390906.1	COG1175
NP_390907.1	COG0395
NP_390908.1	COG1486
NP_390915.1	COG0577
NP_390916.1	COG1136
NP_390919.1	COG0577
NP_390920.1	COG1136
NP_390921.1	28RDX
NP_390922.1	2EWYB
NP_390923.1	COG1131
NP_390924.1	COG1725
NP_390929.1	COG2267
NP_390942.1	COG4824
NP_390943.1	COG0783
NP_390945.1	COG1854
