gene_id	root_og
NP_390402.1	COG1806
NP_390403.1	COG0517
NP_390427.1	COG1420
NP_390458.1	COG0640
NP_390512.1	COG3620
NP_390520.1	COG0745
NP_390532.1	COG1937
NP_390535.1	COG0789
NP_390549.1	COG1522
NP_390618.1	COG0013
NP_390644.1	2E6NG
NP_390698.1	COG0466
NP_390733.1	COG1309
NP_390763.1	COG0292
NP_390770.1	COG3279
NP_390778.1	COG1327
NP_390781.1	COG1733
NP_390818.1	COG0583
NP_390852.1	COG1609
NP_390893.1	COG2207
NP_390904.1	COG1609
NP_390918.1	COG0745
NP_390924.1	COG1725
NP_390985.1	COG1510
NP_390999.1	COG1349
NP_391031.1	COG4565
NP_391046.1	COG2197
NP_391085.1	COG0260
NP_391122.1	COG2508
NP_391166.1	COG1846
NP_391171.1	COG0583
NP_391181.1	COG0745
NP_391188.1	COG2197
NP_391232.1	COG1937
NP_391259.1	COG0640
NP_391264.1	COG1510
NP_391275.1	COG2390
NP_391279.1	COG0583
NP_391286.1	COG2197
NP_391318.1	COG1396
NP_391334.1	COG0740
NP_391343.1	COG1609
NP_391352.1	COG0745
NP_391383.1	COG2188
NP_391416.1	COG1344
NP_391417.1	COG1551
NP_391429.1	COG2197
NP_391445.1	COG1316
NP_391472.1	COG1609
NP_391483.1	COG0583
NP_391492.1	COG1522
NP_391511.1	COG1349
NP_391523.1	COG1609
NP_391525.1	COG1846
NP_391541.1	COG0789
NP_391610.1	COG0664
NP_391612.1	COG0664
NP_391642.1	2A3YB
NP_391645.1	COG0583
NP_391686.1	COG3711
NP_391710.1	COG0583
NP_391721.1	COG3711
NP_391739.1	COG1762
NP_391763.1	COG1284
NP_391822.1	COG2390
NP_391856.1	COG1349
NP_391885.1	COG1802
NP_391893.1	COG2188
NP_391915.1	COG3829
NP_391916.1	COG0265
NP_391921.1	COG0745
NP_391934.1	COG1733
NP_391936.1	2A2UI
NP_391951.1	COG1846
NP_391960.1	COG0789
NP_391967.1	COG1609
NP_391968.1	COG0708
YP_054572.1	COG1309
NP_389012.2	COG1744
YP_054586.1	29RSE
NP_390282.2	COG0789
NP_387985.2	COG0244
NP_388030.2	COG0102
YP_003097670.1	COG0640
NP_388132.2	COG2186
NP_388199.2	COG0583
NP_388205.2	COG2508
NP_388229.2	COG1733
NP_388291.2	COG1414
NP_388514.2	COG0714
NP_388824.2	COG0583
NP_389082.2	COG1762
NP_389173.2	COG0265
NP_389271.2	COG3711
NP_389384.2	COG0742
NP_389728.2	COG0583
NP_390193.2	COG0745
NP_390233.2	COG0735
NP_390332.2	COG1321
NP_390357.2	COG1393
NP_390365.2	COG1940
NP_390389.2	COG0735
NP_390544.2	COG0583
NP_390578.2	COG0789
NP_390586.2	COG1221
NP_390630.2	COG1959
NP_390667.2	COG1827
NP_390700.2	COG1219
NP_390708.2	COG0440
NP_390719.2	COG2197
NP_390745.2	COG3835
NP_390789.2	COG0745
NP_391070.2	COG2508
NP_391094.2	COG2808
NP_391202.2	COG0745
NP_391248.2	COG1733
NP_391254.2	COG1510
NP_391298.2	COG2186
NP_391787.2	COG3711
NP_391879.2	COG1309
NP_391947.2	COG0583
NP_389486.2	COG0335
NP_389641.3	COG1940
NP_391136.3	COG2188
NP_391277.2	COG1609
NP_391813.2	28T9W
