gene_id	root_og
NP_215209.1	COG1402
NP_215210.1	COG1216
NP_215214.1	COG0051
NP_215215.1	COG0087
NP_215216.1	COG0088
NP_215217.1	COG0089
NP_215218.1	COG0090
NP_215219.1	COG0185
NP_215220.1	COG0091
NP_215221.1	COG0092
NP_215222.1	COG0197
NP_215223.1	COG0255
NP_215224.1	COG0186
NP_215228.1	COG0093
NP_215229.1	COG0198
NP_215230.1	COG0094
NP_215232.1	COG0096
NP_215233.1	COG0097
NP_215234.1	COG0256
NP_215235.1	COG0098
NP_215236.1	COG1841
NP_215237.1	COG0200
NP_215241.1	COG0235
NP_215243.1	COG1070
NP_215246.1	COG0201
NP_215247.1	COG0563
NP_215249.1	COG1595
NP_215250.1	COG1595
NP_215265.1	COG2084
NP_215271.1	COG0745
NP_215272.1	COG5002
NP_215274.1	COG3631
NP_215276.1	28NTV
NP_215277.1	COG1141
NP_215278.1	COG2124
NP_215279.1	COG4221
NP_215280.1	COG2124
NP_215281.1	COG1309
NP_215282.1	COG1012
NP_215286.1	COG0151
NP_215291.1	COG0015
NP_215292.1	COG2124
NP_215294.1	COG0152
NP_215306.1	COG2141
NP_215307.1	COG2188
NP_215318.1	COG0046
NP_215320.1	COG1409
NP_215322.1	COG3255
NP_215323.1	COG0034
NP_215324.1	COG0150
NP_215335.1	COG1117
NP_215336.1	COG0704
NP_215338.1	COG0042
NP_215342.1	COG0640
NP_215350.1	2B2XV
NP_215354.1	COG0500
NP_215357.1	COG0477
NP_215358.1	COG1071
NP_215359.1	COG2197
NP_215362.1	2BG8G
NP_215364.1	COG0477
NP_215366.1	COG1028
NP_215374.1	COG0183
NP_215375.1	COG1024
NP_215382.1	COG1652
NP_215388.1	COG1960
NP_215399.1	COG1932
NP_215400.1	COG3396
NP_215401.1	COG0493
NP_215403.1	COG3021
NP_215411.1	COG0372
NP_215419.1	COG0777
NP_215420.1	COG1024
NP_215421.1	COG2220
NP_215440.1	COG0655
NP_215441.1	COG3804
NP_215442.1	COG1028
NP_215444.1	COG0573
NP_215448.1	COG1117
NP_215451.1	COG0581
NP_215453.1	COG1793
NP_215454.1	COG0179
NP_215455.1	COG2141
NP_215456.1	COG1366
NP_215465.1	COG0739
NP_215466.1	COG0045
NP_215467.1	COG0074
NP_215468.1	COG2141
NP_215469.1	2EGIB
NP_215471.1	COG0299
NP_215472.1	COG0138
NP_215477.1	2BFBR
NP_215479.1	COG1071
NP_215482.1	COG1937
NP_215483.1	2ET5E
NP_215485.1	2EA7C
NP_215488.1	COG4770
NP_215489.1	COG4799
NP_215490.1	COG1960
NP_215491.1	COG3185
NP_215497.1	COG0642
NP_215498.1	COG0265
NP_215499.1	COG0521
NP_215501.1	COG1136
NP_215502.1	COG0577
NP_215503.1	COG5621
NP_215504.1	COG0142
NP_215505.1	COG3745
NP_215506.1	COG2331
NP_215507.1	COG0212
NP_215508.1	COG1210
NP_215511.1	2EA6G
NP_215513.1	COG0664
NP_215517.1	COG2235
NP_215518.1	COG4346
NP_215520.1	2AV97
NP_215529.1	COG0318
NP_215533.1	COG0462
NP_215534.1	COG1207
NP_215535.1	COG1309
NP_215545.1	COG2060
NP_215546.1	COG2216
NP_215547.1	COG2156
NP_215549.1	COG0745
NP_215553.1	2BPBT
NP_215554.1	COG4842
NP_215563.1	COG3328
NP_215573.1	COG3391
NP_215575.1	COG3804
NP_215585.1	COG4425
NP_215586.1	COG1024
NP_215587.1	COG1024
NP_215588.1	COG4760
NP_215589.1	COG2852
NP_215590.1	COG0183
NP_215591.1	COG2755
NP_215594.1	COG1714
NP_215595.1	COG0626
NP_215601.1	COG1272
NP_215608.1	COG0572
NP_215610.1	COG0208
NP_215613.1	2EAJ3
NP_215614.1	COG0114
NP_215622.1	COG0451
NP_215624.1	COG1570
NP_215642.1	2B34Q
NP_215643.1	COG0574
NP_215644.1	COG1403
NP_215645.1	COG1396
NP_215646.1	COG2079
NP_215647.1	COG0372
NP_215648.1	2CB1C
NP_215655.1	COG1755
NP_215657.1	COG1024
NP_215664.1	COG1403
NP_215668.1	COG1725
NP_215673.1	2CDJB
NP_215674.1	2ARNM
NP_215675.1	COG1051
NP_215677.1	COG5013
NP_215678.1	COG1140
NP_215680.1	COG2181
NP_215690.1	2BHFX
NP_215691.1	COG0446
NP_215692.1	COG1695
NP_215695.1	COG1061
NP_215696.1	COG0604
NP_215697.1	COG0604
NP_215698.1	COG1020
NP_215699.1	COG2409
NP_215700.1	COG5651
NP_215701.1	COG0318
NP_215703.1	COG1012
NP_215704.1	COG0506
NP_215710.1	COG2508
NP_215713.1	COG4842
NP_215714.1	2BPBT
NP_215715.1	COG3328
NP_215716.1	COG0477
NP_215722.1	COG0318
NP_215728.1	COG0297
NP_215729.1	COG0448
NP_215732.1	COG2020
NP_215733.1	COG3559
NP_215734.1	COG1131
NP_215735.1	COG1309
NP_215737.1	COG1595
NP_215740.1	COG1826
NP_215745.1	COG0489
NP_215746.1	COG2951
NP_215749.1	2EGCD
NP_215750.1	2CAW2
NP_215751.1	COG1653
NP_215752.1	COG1175
NP_215753.1	COG0395
NP_215754.1	COG3842
NP_215756.1	COG0039
NP_215757.1	2DSUP
NP_215758.1	COG1848
NP_215767.1	COG1112
NP_215768.1	2AS1M
NP_215769.1	COG0513
NP_215771.1	COG1309
NP_215772.1	COG2124
NP_215773.1	COG0277
NP_215777.1	COG3945
NP_215778.1	COG0537
NP_215779.1	COG0154
NP_215781.1	28M3Q
NP_215783.1	COG1716
NP_215796.1	COG0747
NP_215797.1	COG1123
NP_215798.1	COG1173
NP_215799.1	COG0601
NP_215800.1	COG0288
NP_215801.1	COG0175
NP_215802.1	COG0529
NP_215803.1	COG1959
NP_215809.1	COG1166
NP_215813.1	COG1158
NP_215814.1	COG0254
NP_215815.1	COG0216
NP_215816.1	COG2890
NP_215817.1	COG0009
NP_215818.1	COG0472
NP_215819.1	29217
NP_215820.1	COG0356
NP_215821.1	COG0636
NP_215822.1	COG0711
NP_215823.1	COG0711
NP_215824.1	COG0056
NP_215825.1	COG0224
NP_215826.1	COG0055
NP_215827.1	COG0355
NP_215828.1	2E6YX
NP_215832.1	COG0350
NP_215833.1	COG0122
NP_215839.1	COG0183
NP_215844.1	COG0058
NP_215845.1	COG1199
NP_215847.1	COG2127
NP_215848.1	2E4AX
NP_215849.1	COG3191
NP_215850.1	COG1310
NP_215851.1	COG1977
NP_215852.1	COG0031
NP_215853.1	COG0705
NP_215854.1	COG0796
NP_215859.1	COG1566
NP_215860.1	COG0236
NP_215861.1	COG0318
NP_215862.1	COG1960
NP_215863.1	COG1670
NP_215864.1	COG1132
NP_215865.1	COG1132
NP_215866.1	COG1028
NP_215871.1	COG0476
NP_215873.1	COG2200
NP_215895.1	COG2065
NP_215896.1	COG0540
NP_215897.1	COG0044
NP_215898.1	COG0505
NP_215899.1	COG0505
NP_215901.1	COG0284
NP_215904.1	COG0099
NP_215908.1	COG0192
NP_215909.1	COG2072
NP_215913.1	COG1487
NP_215914.1	2EQ3X
NP_215920.1	COG1846
NP_215921.1	COG0500
NP_215922.1	COG0223
NP_215923.1	COG0144
NP_215931.1	COG0108
NP_215936.1	COG0322
NP_215942.1	COG0657
NP_215943.1	COG0318
NP_215944.1	COG0204
NP_215949.1	COG1376
NP_215951.1	29WFS
NP_215952.1	COG0136
NP_215953.1	COG0126
NP_215954.1	COG0149
NP_215961.1	COG0363
NP_215962.1	COG3429
NP_215963.1	COG0364
NP_215965.1	COG0021
NP_215967.1	COG0109
NP_215972.1	COG1612
NP_215973.1	COG0842
NP_215974.1	COG1131
NP_215977.1	COG0719
NP_215978.1	COG0719
NP_215979.1	COG0396
NP_215980.1	COG0520
NP_215981.1	COG0822
NP_215982.1	COG2151
NP_215985.1	COG2217
NP_215986.1	COG3118
NP_215989.1	COG0488
NP_215990.1	COG1309
NP_215991.1	COG1048
NP_216014.1	COG0500
NP_216021.1	COG0110
NP_216022.1	COG4106
NP_216027.1	COG1089
NP_216033.1	2F6DN
NP_216034.1	COG1215
NP_216035.1	COG0399
NP_216038.1	COG1033
NP_216041.1	COG1216
NP_216043.1	COG0604
NP_216044.1	COG1020
NP_216046.1	COG1063
NP_216051.1	2BQ46
NP_216054.1	COG0252
NP_216063.1	COG0587
NP_216068.1	COG1053
NP_216069.1	COG0479
NP_216070.1	COG3029
NP_216074.1	COG1846
NP_216075.1	COG1171
NP_216082.1	COG0791
NP_216084.1	COG0161
NP_216086.1	COG0132
NP_216092.1	COG4653
NP_216093.1	COG3740
NP_216105.1	COG0502
NP_216108.1	COG1073
NP_216110.1	COG0379
NP_216111.1	COG0029
NP_216112.1	COG0157
NP_216125.1	COG1169
NP_216126.1	2EGC7
NP_216127.1	COG0134
NP_216128.1	COG0133
NP_216129.1	COG0159
NP_216130.1	COG0682
NP_216131.1	COG2314
NP_216132.1	2EGD2
NP_216133.1	COG0469
NP_216136.1	COG1132
NP_216137.1	COG4988
NP_216138.1	COG1294
NP_216142.1	COG3707
NP_216143.1	COG0183
NP_216144.1	COG1545
NP_216145.1	COG0258
NP_216146.1	COG0539
NP_216147.1	COG0237
NP_216150.1	COG0477
NP_216152.1	COG0589
NP_216154.1	COG0178
NP_216155.1	COG0627
NP_216156.1	COG1190
NP_216157.1	COG0290
NP_216158.1	COG0291
NP_216159.1	COG0292
NP_216160.1	COG0566
NP_216161.1	COG3662
NP_216168.1	COG0002
NP_216169.1	COG1364
NP_216170.1	COG0548
NP_216171.1	COG4992
NP_216172.1	COG0078
NP_216173.1	COG1438
NP_216174.1	COG0137
NP_216175.1	COG0165
NP_216176.1	COG3424
NP_216192.1	COG1225
NP_216193.1	COG0526
NP_216194.1	2EA1Q
NP_216195.1	COG1960
NP_216196.1	COG3221
NP_216201.1	COG1309
NP_216202.1	COG0842
NP_216203.1	COG1131
NP_216207.1	COG0457
NP_216208.1	COG0647
NP_216210.1	COG1189
NP_216211.1	COG0061
NP_216212.1	COG0497
NP_216213.1	COG4825
NP_216214.1	2D1T0
NP_216218.1	COG1403
NP_216224.1	COG1192
NP_216225.1	COG1354
NP_216226.1	COG1386
NP_216227.1	COG1187
NP_216228.1	COG0283
NP_216229.1	COG1160
NP_216230.1	COG1028
NP_216232.1	COG1878
NP_216233.1	COG3837
NP_216234.1	COG3246
NP_216235.1	COG1414
NP_216242.1	COG0277
NP_216243.1	COG0596
NP_216249.1	2E3P4
NP_216250.1	COG0508
NP_216252.1	COG2180
NP_216253.1	COG2223
NP_216254.1	2EH65
NP_216276.1	COG1020
NP_216294.1	2E3FZ
NP_216295.1	2ANPG
NP_216296.1	2ESGC
NP_216297.1	COG1640
NP_216310.1	2ANCJ
NP_216326.1	2B16Q
NP_216327.1	COG1285
NP_216328.1	COG1252
NP_216329.1	2DE1B
NP_216331.1	29WEC
NP_216332.1	COG1309
NP_216333.1	COG1053
NP_216342.1	COG0509
NP_216343.1	COG1716
NP_216348.1	COG0403
NP_216353.1	COG2225
NP_216359.1	COG0516
NP_216361.1	COG0501
NP_216362.1	COG3682
NP_216363.1	COG2050
NP_216370.1	COG1252
NP_216373.1	COG0725
NP_216374.1	COG4149
NP_216386.1	COG0177
NP_216387.1	COG1902
NP_216388.1	COG1304
NP_216392.1	COG2193
NP_216397.1	2BXAE
NP_216398.1	COG1028
NP_216399.1	COG3832
NP_216400.1	COG1652
NP_216401.1	COG1605
NP_216402.1	COG0627
NP_216407.1	2ASSI
NP_216408.1	2FB1T
NP_216409.1	2BIW5
NP_216410.1	COG2070
NP_216411.1	COG1063
NP_216423.1	2C8CM
NP_216424.1	COG0376
NP_216426.1	COG1881
NP_216427.1	COG1881
NP_216428.1	COG0604
NP_216438.1	COG1680
NP_216444.1	COG1028
NP_216445.1	COG0243
NP_216446.1	COG0693
NP_216447.1	COG4977
NP_216448.1	COG2077
NP_216449.1	COG1960
NP_216450.1	COG1960
NP_216451.1	COG1024
NP_216452.1	COG2141
NP_216453.1	COG0543
NP_216454.1	COG0596
NP_216455.1	COG1853
NP_216457.1	COG1028
NP_216458.1	COG2337
NP_216459.1	2FDS3
NP_216461.1	COG1403
NP_216472.1	COG1396
NP_216473.1	2DR0A
NP_216480.1	COG0767
NP_216481.1	COG0767
NP_216483.1	COG1463
NP_216484.1	COG1463
NP_216485.1	COG1463
NP_216486.1	COG1463
NP_216487.1	COG1463
NP_216488.1	2E5BU
NP_216489.1	COG0443
NP_216490.1	29G9E
NP_216491.1	COG2340
NP_216492.1	COG3688
NP_216493.1	COG0501
NP_216496.1	28KR0
NP_216498.1	COG3742
NP_216501.1	COG0583
NP_216502.1	COG1279
NP_216505.1	COG5654
NP_216506.1	2AF64
NP_216508.1	COG2217
NP_216509.1	2ET5E
NP_216510.1	COG0640
NP_216512.1	COG0589
NP_216513.1	COG0474
NP_216514.1	COG2513
NP_216515.1	COG0531
NP_216519.1	COG0500
NP_216520.1	COG0645
NP_216521.1	COG0589
NP_216523.1	COG1146
NP_216524.1	COG1373
NP_216525.1	COG5450
NP_216526.1	COG1487
NP_216541.1	COG0053
NP_216544.1	COG0589
NP_216545.1	COG1105
NP_216546.1	COG1926
NP_216547.1	COG0071
NP_216548.1	COG0778
NP_216549.1	COG0613
NP_216550.1	COG0640
NP_216551.1	COG3832
NP_216552.1	2AEJC
NP_216553.1	COG1752
NP_216555.1	COG0395
NP_216556.1	COG1175
NP_216568.1	COG1574
NP_216569.1	COG3030
NP_216570.1	COG0412
NP_216571.1	COG0238
NP_216572.1	COG0199
NP_216574.1	COG0227
NP_216575.1	COG0803
NP_216576.1	COG1108
NP_216583.1	COG0500
NP_216584.1	COG2367
NP_216585.1	COG1595
NP_216587.1	COG2875
NP_216590.1	COG3871
NP_216593.1	28N42
NP_216594.1	2AY5Q
NP_216596.1	29IV3
NP_216610.1	COG1826
NP_216616.1	COG1403
NP_216627.1	2E9C2
NP_216633.1	COG1550
NP_216636.1	COG3918
NP_216637.1	COG0040
NP_216640.1	COG0646
NP_216653.1	2B14F
NP_216655.1	COG0167
NP_216656.1	COG1881
NP_216663.1	COG1799
NP_216666.1	COG0206
NP_216668.1	COG0773
NP_216669.1	COG0707
NP_216672.1	COG0472
NP_216673.1	COG0770
NP_216674.1	COG0769
NP_216679.1	COG0768
NP_216682.1	COG2001
NP_216688.1	COG0685
NP_216694.1	COG3200
NP_216701.1	COG2867
NP_216706.1	COG0791
NP_216709.1	COG1845
NP_216710.1	COG2010
NP_216711.1	COG0723
NP_216712.1	COG1290
NP_216713.1	2AGKA
NP_216714.1	2A3D5
NP_216720.1	COG0316
NP_216726.1	COG0115
NP_216727.1	COG0404
NP_216729.1	COG0260
NP_216731.1	COG0508
NP_216734.1	COG0320
NP_216736.1	COG0174
NP_216741.1	COG0413
NP_216750.1	COG0394
NP_216754.1	COG1225
NP_216755.1	2B57P
NP_216759.1	COG0331
NP_216760.1	COG0236
NP_216761.1	COG0304
NP_216762.1	COG0304
NP_216763.1	COG4799
NP_216764.1	COG2852
NP_216770.1	COG1280
NP_216787.1	2B2YH
NP_216788.1	COG2149
NP_216789.1	2DG81
NP_216791.1	2EW5R
NP_216792.1	COG2124
NP_216798.1	COG0583
NP_216805.1	COG2134
NP_216809.1	COG0775
NP_216810.1	COG1168
NP_216815.1	COG0326
NP_216824.1	COG2442
NP_216831.1	COG0312
NP_216836.1	COG0531
NP_216839.1	COG1834
NP_216840.1	COG1522
NP_216845.1	COG2223
NP_216847.1	COG0243
NP_216853.1	COG0778
NP_216855.1	COG2409
NP_216858.1	2DRKZ
NP_216859.1	COG0358
NP_216860.1	COG0232
NP_216862.1	2BPBT
NP_216863.1	COG4842
NP_216864.1	2BU0A
NP_216874.1	COG0640
NP_216875.1	COG0735
NP_216877.1	COG0020
NP_216882.1	COG1253
NP_216883.1	COG0319
NP_216888.1	COG1385
NP_216889.1	COG0484
NP_216890.1	COG1420
NP_216892.1	2AP6Z
NP_216893.1	COG3251
NP_216894.1	COG3486
NP_216895.1	COG1020
NP_216897.1	COG0236
NP_216898.1	COG3321
NP_216899.1	COG1020
NP_216900.1	COG1021
NP_216905.1	COG1388
NP_216906.1	2E5H4
NP_216907.1	COG0155
NP_216908.1	COG0175
NP_216909.1	COG2138
NP_216910.1	COG0405
NP_216916.1	COG1613
NP_216922.1	COG0517
NP_216923.1	COG1234
NP_216940.1	COG3547
NP_216944.1	COG0450
NP_216945.1	COG0599
NP_216952.1	COG0524
NP_216957.1	COG0211
NP_216958.1	COG0261
NP_216959.1	COG1301
NP_216969.1	COG0746
NP_216970.1	COG1013
NP_216971.1	COG0674
NP_216973.1	COG1219
NP_216976.1	COG0740
NP_216982.1	COG2761
NP_216987.1	COG0366
NP_217001.1	COG0657
NP_217004.1	COG2114
NP_217011.1	COG0508
NP_217012.1	COG0022
NP_217013.1	COG1071
NP_217014.1	COG2301
NP_217015.1	COG2030
NP_217016.1	COG1960
NP_217017.1	COG4770
NP_217018.1	COG4799
NP_217019.1	COG2057
NP_217020.1	COG1788
NP_217021.1	COG0318
NP_217028.1	COG3328
NP_217034.1	COG1376
NP_217038.1	COG0624
NP_217039.1	COG0736
NP_217040.1	COG0304
NP_217071.1	COG0013
NP_217073.1	COG1359
NP_217074.1	COG1359
NP_217079.1	COG0577
NP_217080.1	COG0664
NP_217099.1	COG0317
NP_217100.1	COG0503
NP_217105.1	COG0160
NP_217106.1	COG1022
NP_217108.1	COG2255
NP_217109.1	COG0632
NP_217110.1	COG0817
NP_217116.1	COG3766
NP_217135.1	COG1917
NP_217136.1	2E3RQ
NP_217137.1	COG2345
NP_217139.1	COG0589
NP_217140.1	COG0589
NP_217141.1	COG0517
NP_217142.1	COG0517
NP_217143.1	COG1073
NP_217144.1	2B0W9
NP_217145.1	COG1503
NP_217146.1	COG1371
NP_217148.1	2EH65
NP_217149.1	COG5592
NP_217154.1	COG1366
NP_217157.1	COG0346
NP_217158.1	COG0640
NP_217159.1	COG0394
NP_217166.1	COG4653
NP_217167.1	COG3740
NP_217168.1	COG3747
NP_217171.1	COG0464
NP_217172.1	2AYB0
NP_217173.1	2DRZR
NP_217175.1	COG0582
NP_217179.1	COG2929
NP_217180.1	2EIKQ
NP_217181.1	COG3677
NP_217184.1	2ARUH
NP_217185.1	COG0454
NP_217188.1	COG0596
NP_217200.1	COG1055
NP_217202.1	2AG5J
NP_217203.1	COG1668
NP_217204.1	COG1131
NP_217206.1	COG0531
NP_217215.1	2ATJW
NP_217216.1	2E1BJ
NP_217219.1	COG0568
NP_217221.1	COG3502
NP_217224.1	2CAFG
NP_217226.1	COG0568
NP_217227.1	COG1321
NP_217232.1	COG0384
NP_217235.1	COG1388
NP_217241.1	COG2262
NP_217243.1	COG0324
NP_217244.1	COG3885
NP_217249.1	COG0621
NP_217251.1	2DBDD
NP_217252.1	COG2137
NP_217253.1	COG0468
NP_217259.1	2FK8T
NP_217261.1	COG1396
NP_217273.1	COG1487
NP_217276.1	COG4423
NP_217289.1	COG0289
NP_217296.1	COG0686
NP_217297.1	COG2070
NP_217298.1	COG0612
NP_217299.1	COG1185
NP_217301.1	COG0184
NP_217305.1	COG1960
NP_217307.1	COG0675
NP_217308.1	COG2452
NP_217309.1	COG0130
NP_217310.1	COG2977
NP_217311.1	COG1409
NP_217315.1	2AK6C
NP_217316.1	COG2936
NP_217345.1	COG3744
NP_217346.1	COG4118
NP_217349.1	COG1653
NP_217350.1	COG0395
NP_217351.1	COG1175
NP_217352.1	COG0534
NP_217362.1	COG0477
NP_217373.1	COG1028
NP_217374.1	COG1012
NP_217375.1	COG2071
NP_217376.1	COG0174
NP_217378.1	COG4758
NP_217380.1	COG0768
NP_217381.1	COG2161
NP_217382.1	COG2026
NP_217394.1	COG0526
NP_217403.1	COG1846
NP_217410.1	COG4974
NP_217416.1	COG0243
NP_217419.1	COG0681
NP_217420.1	COG0335
NP_217424.1	COG1837
NP_217425.1	COG0228
NP_217434.1	COG2844
NP_217435.1	COG0347
NP_217436.1	COG0004
NP_217441.1	COG0571
NP_217442.1	COG1399
NP_217443.1	COG3599
NP_217444.1	COG3208
NP_217447.1	COG1020
NP_217448.1	COG1020
NP_217449.1	COG0604
NP_217450.1	COG1028
NP_217451.1	COG1020
NP_217452.1	COG1131
NP_217453.1	COG0842
NP_217454.1	COG0842
NP_217455.1	COG1020
NP_217456.1	COG0604
NP_217457.1	COG0318
NP_217461.1	2BPGV
NP_217462.1	COG0604
NP_217463.1	COG3321
NP_217464.1	COG0236
NP_217465.1	COG3161
NP_217474.1	COG1819
NP_217475.1	COG3510
NP_217487.1	COG0656
NP_217492.1	COG0692
NP_217498.1	COG0240
NP_217502.1	COG0776
NP_217503.1	COG0066
NP_217504.1	COG0065
NP_217506.1	28I17
NP_217511.1	COG0473
NP_217518.1	COG0440
NP_217526.1	COG0205
NP_217530.1	COG0272
NP_217533.1	COG4842
NP_217535.1	COG4842
NP_217539.1	COG3328
NP_217541.1	COG1104
NP_217544.1	COG2025
NP_217545.1	COG2086
NP_217547.1	COG1543
NP_217548.1	COG0297
NP_217557.1	COG1119
NP_217559.1	COG0843
NP_217560.1	COG0614
NP_217566.1	COG1309
NP_217567.1	COG0209
NP_217568.1	COG1780
NP_217569.1	COG0695
NP_217570.1	COG0431
NP_217571.1	COG1309
NP_217572.1	COG0389
NP_217579.1	COG1966
NP_217590.1	COG1403
NP_217596.1	COG0515
NP_217598.1	COG2207
NP_217599.1	COG2072
NP_217600.1	COG0657
NP_217601.1	COG4221
NP_217602.1	COG1062
NP_217603.1	COG1020
NP_217604.1	COG1020
NP_217605.1	COG0318
NP_217608.1	COG2354
NP_217609.1	COG2141
