gene_id	root_og
WP_000120368.1	COG0306
WP_000120494.1	COG0112
WP_000120603.1	COG0640
WP_000122354.1	COG1069
WP_000123165.1	COG0538
WP_000124353.1	COG0185
WP_000127595.1	COG0787
WP_000128909.1	29HIY
WP_000129417.1	COG2235
WP_000130149.1	COG0028
WP_000134236.1	COG1469
WP_000134526.1	COG0315
WP_000134963.1	COG0492
WP_000136162.1	COG0078
WP_000136633.1	COG0609
WP_000138218.1	COG0664
WP_000138487.1	COG0334
WP_000138932.1	COG1937
WP_000139712.1	COG0479
WP_000140050.1	COG0444
WP_000140172.1	COG0389
WP_000141109.1	COG0095
WP_000141432.1	COG1621
WP_000142198.1	COG1960
WP_000143647.1	COG0577
WP_000145577.1	COG3589
WP_000146747.1	COG0454
WP_000147095.1	COG1988
WP_000149278.1	COG0329
WP_000149295.1	COG2050
WP_000149344.1	COG0745
WP_000149407.1	COG2759
WP_000149502.1	COG3869
WP_000150169.1	COG0773
WP_000151982.1	COG3425
WP_000153479.1	COG0673
WP_000153535.1	COG2197
WP_000153613.1	COG0134
WP_000154162.1	COG1136
WP_000154537.1	COG1024
WP_000154683.1	COG4347
WP_000157630.1	COG2855
WP_000159041.1	COG0533
WP_000159577.1	COG1187
WP_000159750.1	COG1263
WP_000159900.1	COG0225
WP_000160212.1	COG0087
WP_000160304.1	COG0813
WP_000160859.1	COG5386
WP_000160906.1	COG0707
WP_000161311.1	COG1940
WP_000161369.1	COG1052
WP_000161545.1	COG1052
WP_000162661.1	COG3833
WP_000162881.1	COG0276
WP_000163523.1	COG0136
WP_000163628.1	COG0159
WP_000163737.1	COG0414
WP_000163820.1	COG0673
WP_000164003.1	COG2723
WP_000164421.1	COG1854
WP_000165530.1	COG1160
WP_000166801.1	COG5002
WP_000166892.1	COG1175
WP_000167269.1	COG1028
WP_000167314.1	COG4992
WP_000167542.1	COG1232
WP_000167867.1	COG0010
WP_000168845.1	COG0396
WP_000169224.1	COG2723
WP_000169317.1	COG0454
WP_000170162.1	COG0721
WP_000170400.1	COG0477
WP_000170491.1	COG0139
WP_000170975.1	COG0103
WP_000171645.1	COG1960
WP_000171919.1	297NE
WP_000173331.1	COG0602
WP_000173833.1	COG0547
WP_000173891.1	COG1620
WP_000174053.1	COG0152
WP_000175854.1	COG0626
WP_000177465.1	COG2986
WP_000180600.1	4QBHS
WP_000180688.1	COG0567
WP_000181402.1	COG0335
WP_000181832.1	COG1737
WP_000182211.1	COG0576
WP_000182645.1	COG3682
WP_000182746.1	COG0524
WP_000183383.1	COG0142
WP_000183717.1	COG1181
WP_000183771.1	COG1028
WP_000184741.1	COG0609
WP_000185319.1	COG0584
WP_000186134.1	COG3527
WP_000186223.1	COG2837
WP_000186309.1	COG0561
WP_000186490.1	COG2021
WP_000186933.1	COG2203
WP_000192172.1	COG3855
WP_000193707.1	COG0362
WP_000193751.1	COG3104
WP_000195907.1	COG1878
WP_000196911.1	COG0440
WP_000197018.1	COG4166
WP_000197635.1	COG1266
WP_000197806.1	COG1015
WP_000197961.1	COG0600
WP_000199066.1	COG0183
WP_000200684.1	COG3641
WP_000200956.1	29FSB
WP_000202034.1	COG2978
WP_000202390.1	COG2197
WP_000204619.1	COG0573
WP_000205106.1	2D9F2
WP_000205567.1	COG0719
WP_000206625.1	COG0624
WP_000207623.1	COG0620
WP_000208563.1	COG1680
WP_000208742.1	COG1268
WP_000210817.1	COG1171
WP_000214278.1	COG0287
WP_000215388.1	COG1922
WP_000216856.1	COG1171
WP_000216874.1	COG1131
WP_000216946.1	COG0019
WP_000219066.1	COG1609
WP_000220507.1	COG1937
WP_000221177.1	COG0640
WP_000221945.1	COG0473
WP_000225836.1	COG0190
WP_000226919.1	COG0587
WP_000229241.1	COG0556
WP_000230173.1	COG2896
WP_000233526.1	COG0407
WP_000238542.1	COG1846
WP_000238669.1	COG0299
WP_000239647.1	COG2244
WP_000239753.1	COG0416
WP_000240580.1	29IH2
WP_000240642.1	COG0459
WP_000244415.1	COG5002
WP_000246909.1	COG3763
WP_000249839.1	COG2171
WP_000250823.1	COG0156
WP_000253231.1	COG0128
WP_000255551.1	COG1279
WP_000255578.1	COG0187
WP_000256319.1	COG1609
WP_000258003.1	COG1393
WP_000259692.1	COG1012
WP_000259717.1	COG0303
WP_000260117.1	COG1249
WP_000262640.1	COG4264
WP_000264071.1	COG0516
WP_000266096.1	COG2267
WP_000266884.1	COG2391
WP_000271550.1	COG0632
WP_000272056.1	COG1646
WP_000277602.1	COG0589
WP_000277968.1	COG0010
WP_000278556.1	COG2223
WP_000279361.1	COG1263
WP_000279414.1	COG0057
WP_000282298.1	COG0130
WP_000282386.1	COG4550
WP_000283016.1	COG0389
WP_000284436.1	COG1488
WP_000284765.1	COG1194
WP_000286875.1	COG1424
WP_000287265.1	COG4903
WP_000287588.1	COG0204
WP_000289136.1	COG2357
WP_000290397.1	COG1012
WP_000290491.1	COG0509
WP_000291420.1	COG0075
WP_000291444.1	COG1940
WP_000291510.1	4QCTQ
WP_000323161.1	COG0471
WP_000332063.1	COG0789
WP_000334463.1	COG0449
WP_000340119.1	COG0769
WP_000340465.1	COG4365
WP_000350970.1	COG0147
WP_000351761.1	COG0583
WP_000353630.1	COG3641
WP_000353954.1	COG0542
WP_000355845.1	COG0730
WP_000356975.1	COG1316
WP_000358995.1	COG0394
WP_000368166.1	COG0468
WP_000369214.1	COG3682
WP_000373073.1	COG0668
WP_000379044.1	COG1220
WP_000379098.1	COG1988
WP_000379895.1	COG0009
WP_000381269.1	COG0477
WP_000381849.1	COG1271
WP_000383180.1	COG2049
WP_000388082.1	COG0089
WP_000389524.1	COG0457
WP_000389956.1	COG0833
WP_000390524.1	COG0322
WP_000391031.1	COG0849
WP_000392691.1	COG0735
WP_000397416.1	COG1846
WP_000398941.1	COG1174
WP_000400021.1	COG0400
WP_000401377.1	COG0669
WP_000403915.1	COG0583
WP_000406838.1	COG0508
WP_000409157.1	COG1104
WP_000411298.1	COG1806
WP_000413171.1	COG0381
WP_000417372.1	COG0554
WP_000421410.1	COG0503
WP_000421713.1	COG1012
WP_000422908.1	COG0778
WP_000424963.1	COG0518
WP_000426914.1	COG0236
WP_000427767.1	COG4608
WP_000429006.1	COG1597
WP_000429674.1	COG1113
WP_000432017.1	COG2103
WP_000432078.1	COG1288
WP_000432352.1	COG0471
WP_000432915.1	COG0370
WP_000437472.1	COG1925
WP_000437969.1	COG2203
WP_000442480.1	COG0105
WP_000446299.1	COG3944
WP_000447678.1	COG0764
WP_000448224.1	COG2146
WP_000450297.1	COG0581
WP_000451438.1	COG1733
WP_000455256.1	COG0692
WP_000455988.1	COG0350
WP_000459062.1	COG1086
WP_000460421.1	COG1760
WP_000467123.1	COG1612
WP_000467994.1	COG2011
WP_000468384.1	COG0275
WP_000469894.1	COG1968
WP_000472243.1	COG0601
WP_000472302.1	COG1219
WP_000473596.1	2FGYU
WP_000473653.1	COG2190
WP_000473678.1	COG1263
WP_000473699.1	COG0020
WP_000475325.1	2DJAE
WP_000477989.1	COG1737
WP_000480800.1	COG2001
WP_000481425.1	COG2610
WP_000481443.1	COG0021
WP_000483052.1	COG0531
WP_000483720.1	COG0034
WP_000486810.1	COG0385
WP_000491986.1	COG2153
WP_000494134.1	COG0319
WP_000503590.1	COG0493
WP_000503822.1	COG0521
WP_000506531.1	COG0653
WP_000514408.1	COG5013
WP_000517183.1	COG0747
WP_000520231.1	COG2011
WP_000521533.1	COG0601
WP_000523157.1	COG1473
WP_000529877.1	COG0092
WP_000531823.1	COG0065
WP_000533238.1	COG1914
WP_000534425.1	COG0531
WP_000540879.1	2BZG7
WP_000542365.1	2BZG7
WP_000545370.1	COG0064
WP_000545451.1	COG0373
WP_000545928.1	COG0831
WP_000546611.1	COG2216
WP_000547794.1	COG1972
WP_000548781.1	2CKMR
WP_000551342.1	COG0067
WP_000551762.1	COG4463
WP_000558755.1	COG2072
WP_000562498.1	COG0208
WP_000564315.1	COG1108
WP_000565304.1	COG4464
WP_000568351.1	COG1071
WP_000569120.1	COG1174
WP_000569281.1	COG1135
WP_000570687.1	COG1115
WP_000570807.1	COG0031
WP_000571207.1	COG1135
WP_000571591.1	COG0786
WP_000571742.1	COG0106
WP_000572038.1	COG2116
WP_000572878.1	COG0015
WP_000578458.1	COG0472
WP_000579275.1	COG0775
WP_000584499.1	COG2161
WP_000584759.1	COG1173
WP_000587958.1	2C7FZ
WP_000590809.1	COG1126
WP_000590854.1	COG1116
WP_000592307.1	COG0841
WP_000592596.1	COG0107
WP_000593436.1	COG1131
WP_000594530.1	COG0609
WP_000595392.1	2FGYU
WP_000598482.1	COG0002
WP_000600387.1	COG1514
WP_000603755.1	COG1755
WP_000604134.1	COG1105
WP_000604514.1	COG0512
WP_000604816.1	COG0512
WP_000605281.1	COG1020
WP_000606324.1	COG2056
WP_000606546.1	COG4585
WP_000606768.1	COG2180
WP_000607067.1	COG1346
WP_000608509.1	COG0699
WP_000608818.1	COG2846
WP_000609346.1	COG0346
WP_000610051.1	COG0477
WP_000611464.1	COG0770
WP_000612126.1	COG0832
WP_000613722.1	COG0801
WP_000615461.1	COG1126
WP_000616840.1	COG4604
WP_000621532.1	COG0853
WP_000624945.1	COG0789
WP_000625061.1	COG0436
WP_000625878.1	COG0609
WP_000627144.1	COG1420
WP_000634098.1	COG0031
WP_000635623.1	COG0118
WP_000636142.1	COG0024
WP_000639184.1	COG0079
WP_000640266.1	COG0131
WP_000640737.1	COG1105
WP_000644391.1	COG0283
WP_000644737.1	COG0255
WP_000645452.1	COG3279
WP_000645727.1	2CBMB
WP_000648723.1	COG0246
WP_000649908.1	COG0765
WP_000651051.1	COG0534
WP_000651160.1	COG1115
WP_000653261.1	COG1309
WP_000654030.1	COG2390
WP_000654067.1	COG0284
WP_000654184.1	COG4475
WP_000655692.1	COG0626
WP_000659770.1	COG2116
WP_000660028.1	COG0549
WP_000660045.1	COG0137
WP_000660710.1	COG2271
WP_000662676.1	COG0178
WP_000663030.1	COG0079
WP_000664775.1	COG0612
WP_000665727.1	COG0591
WP_000666806.1	COG0047
WP_000667126.1	COG0113
WP_000667269.1	COG0274
WP_000667382.1	COG1737
WP_000668175.1	COG3307
WP_000668894.1	COG0548
WP_000670950.1	COG2329
WP_000671099.1	29JDV
WP_000677261.1	COG0431
WP_000681757.1	COG0252
WP_000682619.1	COG1364
WP_000683687.1	COG0672
WP_000684743.1	COG0698
WP_000687412.1	COG0583
WP_000688122.1	4QDJG
WP_000688492.1	COG3279
WP_000690007.1	COG0686
WP_000690405.1	COG1082
WP_000690439.1	COG0311
WP_000691301.1	COG0420
WP_000691584.1	COG1725
WP_000691774.1	COG0251
WP_000691839.1	COG0583
WP_000692521.1	COG1780
WP_000692648.1	COG1140
WP_000697334.1	COG0394
WP_000698231.1	COG0289
WP_000700554.1	COG1196
WP_000702262.1	29IM7
WP_000704122.1	COG1959
WP_000704775.1	COG1576
WP_000706111.1	COG1299
WP_000706315.1	COG2197
WP_000706515.1	COG0523
WP_000709277.1	COG0138
WP_000711870.1	COG1292
WP_000711896.1	COG0681
WP_000717561.1	COG0205
WP_000717800.1	COG0860
WP_000718953.1	COG0066
WP_000721551.1	COG1732
WP_000723301.1	COG0451
WP_000723436.1	COG0381
WP_000723836.1	COG3936
WP_000727772.1	COG0803
WP_000728170.1	COG1114
WP_000728765.1	COG1388
WP_000729744.1	COG1048
WP_000732324.1	COG1464
WP_000733285.1	COG2367
WP_000733409.1	COG2340
WP_000734075.1	COG0013
WP_000735038.1	COG0614
WP_000735864.1	COG0460
WP_000737162.1	COG4988
WP_000737196.1	COG2822
WP_000737654.1	COG0803
WP_000739210.1	2DJAC
WP_000744096.1	2BZSD
WP_000745087.1	COG1114
WP_000747873.1	COG1869
WP_000754443.1	COG4607
WP_000756612.1	COG0439
WP_000757880.1	COG1609
WP_000758209.1	COG0681
WP_000761395.1	COG0577
WP_000763043.1	COG1131
WP_000765183.1	COG2363
WP_000766009.1	COG2259
WP_000767028.1	COG0044
WP_000768192.1	COG0135
WP_000769160.1	29I7G
WP_000769820.1	29I7G
WP_000774281.1	COG0280
WP_000774556.1	COG0272
WP_000775150.1	COG0369
WP_000776312.1	COG0337
WP_000777577.1	COG0436
WP_000778500.1	29I7G
WP_000779504.1	COG0677
WP_000781162.1	2DNAX
WP_000782121.1	COG0760
WP_000782463.1	2FGYU
WP_000783428.1	2FGYU
WP_000786734.1	COG4608
WP_000787940.1	COG0772
WP_000789821.1	COG5386
WP_000790331.1	COG1609
WP_000791411.1	2FGYU
WP_000791581.1	2DJAC
WP_000792559.1	COG1388
WP_000793018.1	COG2233
WP_000793607.1	COG0078
WP_000800700.1	COG2252
WP_000801007.1	COG4479
WP_000803135.1	COG0419
WP_000808495.1	COG0314
WP_000808849.1	COG0111
WP_000808968.1	COG0254
WP_000809131.1	COG1278
WP_000809514.1	COG1038
WP_000813525.1	COG3961
WP_000816184.1	COG0647
WP_000818278.1	COG1053
WP_000818915.1	COG3842
WP_000819096.1	COG0188
WP_000824948.1	COG1028
WP_000825098.1	COG2148
WP_000825530.1	COG1464
WP_000825921.1	COG0834
WP_000826669.1	COG0715
WP_000828719.1	COG0733
WP_000829167.1	COG0372
WP_000829632.1	COG1173
WP_000830380.1	COG0744
WP_000831055.1	COG1316
WP_000831298.1	KOG2146
WP_000831700.1	COG4851
WP_000832260.1	COG0615
WP_000833794.1	COG4640
WP_000842040.1	COG1075
WP_000848350.1	COG1828
WP_000850015.1	COG0789
WP_000852430.1	COG2216
WP_000854072.1	COG1476
WP_000855514.1	COG0209
WP_000857488.1	2FGYU
WP_000857598.1	COG4987
WP_000860047.1	COG0413
WP_000861572.1	COG0041
WP_000862095.1	COG0365
WP_000863556.1	COG0605
WP_000863968.1	COG2514
WP_000864305.1	COG0359
WP_000865624.1	COG2306
WP_000866415.1	COG0363
WP_000867201.1	COG1461
WP_000867697.1	COG0218
WP_000868645.1	COG0527
WP_000868999.1	COG2088
WP_000869446.1	COG0111
WP_000871607.1	COG5002
WP_000872660.1	COG0301
WP_000874681.1	COG0605
WP_000876318.1	COG4606
WP_000876638.1	COG1070
WP_000876826.1	2A1K5
WP_000877369.1	COG0726
WP_000882069.1	COG3880
WP_000884332.1	COG0172
WP_000884735.1	COG4284
WP_000887022.1	COG1762
WP_000887920.1	COG1473
WP_000888997.1	COG0206
WP_000889252.1	COG1108
WP_000894464.1	COG1121
WP_000894660.1	COG1882
WP_000895182.1	COG0370
WP_000897044.1	COG0238
WP_000897132.1	COG0542
WP_000904065.1	29I7I
WP_000908182.1	COG1119
WP_000911657.1	COG1180
WP_000915997.1	COG0601
WP_000916704.1	2FGYU
WP_000917289.1	COG0234
WP_000920042.1	2DWHZ
WP_000922320.1	COG2188
WP_000923526.1	COG4619
WP_000924990.1	COG0609
WP_000926310.1	COG0197
WP_000927371.1	COG1762
WP_000930014.1	COG0697
WP_000930514.1	COG3634
WP_000930649.1	COG0141
WP_000932073.1	COG1918
WP_000933195.1	COG0623
WP_000934155.1	COG2181
WP_000934759.1	COG0629
WP_000935991.1	COG0771
WP_000936718.1	COG3010
WP_000939521.1	COG1225
WP_000940790.1	COG1086
WP_000942210.1	COG0497
WP_000942744.1	COG0439
WP_000944149.1	COG0040
WP_000948974.1	COG1125
WP_000949467.1	COG1528
WP_000951624.1	COG3457
WP_000952038.1	COG0415
WP_000952923.1	COG2602
WP_000953755.1	COG1785
WP_000954271.1	COG1762
WP_000954799.1	COG1017
WP_000955781.1	COG1012
WP_000957020.1	COG0591
WP_000958531.1	COG0489
WP_000958858.1	COG0584
WP_000959424.1	COG0686
WP_000960858.1	COG1620
WP_000969811.1	COG0592
WP_000971550.1	COG0156
WP_000974460.1	COG1764
WP_000974608.1	COG0698
WP_000974847.1	COG0704
WP_000974909.1	COG0609
WP_000976269.1	COG2376
WP_000977739.1	COG1757
WP_000983324.1	COG1440
WP_000983677.1	COG0514
WP_000985472.1	COG0090
WP_000987774.1	COG5002
WP_000989088.1	COG0609
WP_000989121.1	COG1055
WP_000990133.1	COG1802
WP_000991018.1	COG1823
WP_000991306.1	COG1131
WP_000991504.1	COG1263
WP_000992924.1	COG0210
WP_000998753.1	COG1228
WP_000999205.1	COG1960
WP_001001524.1	COG0621
WP_001003789.1	COG1473
WP_001004399.1	29IDA
WP_001005768.1	COG2255
WP_001005835.1	COG0531
WP_001006450.1	COG0520
WP_001008400.1	COG0318
WP_001008722.1	COG2271
WP_001009516.1	COG0511
WP_001009692.1	COG0260
WP_001010111.1	COG2271
WP_001010413.1	COG0026
WP_001010508.1	COG0822
WP_001010762.1	COG0843
WP_001014063.1	COG2138
WP_001015549.1	COG1475
WP_001015601.1	COG4974
WP_001016004.1	COG0454
WP_001016166.1	COG0540
WP_001017131.1	COG4585
WP_001018328.1	COG0184
WP_001018928.1	COG3118
WP_001019340.1	COG0511
WP_001020801.1	COG0045
WP_001022972.1	COG1972
WP_001028283.1	COG0451
WP_001030125.1	COG2378
WP_001030736.1	COG0329
WP_001031880.1	COG0039
WP_001032807.1	COG5386
WP_001036648.1	COG0626
WP_001037831.1	COG3979
WP_001038317.1	COG0258
WP_001039427.1	COG3591
WP_001040248.1	COG0461
WP_001041111.1	COG1191
WP_001041274.1	COG0477
WP_001041351.1	COG0133
WP_001041583.1	COG5180
WP_001041915.1	COG0366
WP_001043863.1	COG0776
WP_001045079.1	COG0168
WP_001045111.1	COG0614
WP_001045135.1	COG2197
WP_001046645.1	COG0502
WP_001049165.1	COG0740
WP_001052270.1	COG0004
WP_001052491.1	COG1366
WP_001052571.1	COG4264
WP_001057052.1	COG1648
WP_001060842.1	COG1914
WP_001062663.1	COG0028
WP_001062984.1	COG0523
WP_001065591.1	COG3705
WP_001067052.1	COG0444
WP_001068501.1	COG0697
WP_001068542.1	COG0436
WP_001070676.1	COG0183
WP_001071729.1	COG1328
WP_001074342.1	COG0549
WP_001074405.1	COG0719
WP_001074622.1	COG0081
WP_001074749.1	COG0126
WP_001077635.1	COG1954
WP_001077725.1	COG3314
WP_001078309.1	COG1447
WP_001078461.1	COG2423
WP_001080809.1	COG1120
WP_001081351.1	COG4594
WP_001083318.1	COG0274
WP_001083499.1	COG2851
WP_001084442.1	COG4992
WP_001085183.1	COG0691
WP_001085219.1	COG1066
WP_001085507.1	COG0696
WP_001085655.1	COG0199
WP_001092411.1	COG2156
WP_001093562.1	2E8WN
WP_001094921.1	2DIUN
WP_001095260.1	COG0735
WP_001096381.1	COG2602
WP_001096633.1	COG0022
WP_001100526.1	COG0332
WP_001100835.1	COG0318
WP_001101602.1	COG1887
WP_001101899.1	COG0151
WP_001103231.1	COG1134
WP_001103743.1	COG0580
WP_001104607.1	COG2264
WP_001105696.1	COG4512
WP_001108116.1	COG1263
WP_001108547.1	2BH01
WP_001109281.1	COG1054
WP_001110061.1	COG0161
WP_001115439.1	COG0508
WP_001117767.1	COG1702
WP_001118667.1	COG0051
WP_001118675.1	COG2188
WP_001118725.1	COG1251
WP_001119021.1	COG0484
WP_001120201.1	COG4707
WP_001121760.1	COG0148
WP_001123303.1	COG3011
WP_001124167.1	COG3412
WP_001124985.1	COG1438
WP_001125208.1	COG0588
WP_001125540.1	COG0291
WP_001126259.1	COG0458
WP_001126606.1	COG0174
WP_001131841.1	COG0191
WP_001138360.1	COG0292
WP_001140234.1	COG1760
WP_001143495.1	COG0316
WP_001148605.1	4QAPV
WP_001151451.1	COG1182
WP_001151997.1	COG1141
WP_001154619.1	COG0183
WP_001155278.1	COG3383
WP_001157329.1	COG0755
WP_001159430.1	COG1215
WP_001163746.1	COG2072
WP_001164085.1	2EE1A
WP_001165058.1	29TNF
WP_001165363.1	COG4496
WP_001170264.1	COG1388
WP_001172341.1	COG0365
WP_001173201.1	COG1482
WP_001176863.1	COG1929
WP_001178619.1	COG2233
WP_001179385.1	COG4264
WP_001179886.1	COG4264
WP_001180280.1	COG1173
WP_001184011.1	COG0123
WP_001186804.1	COG3836
WP_001190120.1	COG1385
WP_001190829.1	COG2172
WP_001190913.1	COG0505
WP_001190998.1	COG1257
WP_001196362.1	COG0506
WP_001200747.1	COG1064
WP_001208755.1	COG1974
WP_001208917.1	2C8K1
WP_001213908.1	COG1121
WP_001214661.1	COG4594
WP_001216898.1	COG0110
WP_001217926.1	COG0132
WP_001218596.1	COG0578
WP_001220199.1	COG0614
WP_001221404.1	2BX0D
WP_001221646.1	COG0707
WP_001221651.1	2EDSD
WP_001223008.1	COG0491
WP_001223713.1	COG0019
WP_001224379.1	29IFI
WP_001225022.1	COG3227
WP_001226823.1	COG2987
WP_001227709.1	COG1263
WP_001229087.1	COG0747
WP_001229920.1	COG1136
WP_001230232.1	COG0181
WP_001230679.1	COG0451
WP_001232648.1	COG0469
WP_001236734.1	2FGU6
WP_001237629.1	29IDT
WP_001242311.1	COG0213
WP_001242427.1	COG4509
WP_001244175.1	COG3481
WP_001245577.1	COG4605
WP_001250038.1	COG0102
WP_001250343.1	COG0771
WP_001251935.1	2E8AN
WP_001252543.1	COG1207
WP_001253312.1	COG0524
WP_001255461.1	COG0498
WP_001255780.1	COG0129
WP_001260089.1	COG0149
WP_001261460.1	COG0360
WP_001261793.1	COG1540
WP_001263796.1	COG0742
WP_001265708.1	COG0267
WP_001266553.1	COG1299
WP_001269643.1	COG0503
WP_001269921.1	COG0082
WP_001270834.1	COG0061
WP_001270865.1	COG0001
WP_001273085.1	COG0244
WP_001273586.1	COG0222
WP_001276571.1	COG0607
WP_001279338.1	COG0265
WP_001283057.1	COG0568
WP_001287099.1	COG0778
WP_001288675.1	COG2382
WP_001289562.1	COG0188
WP_001289711.1	COG0454
WP_001290433.1	COG0593
WP_001291020.1	COG0438
WP_001291497.1	COG1473
WP_001291533.1	COG1249
WP_001292149.1	COG4668
WP_001292242.1	COG1820
WP_001548538.1	COG1349
WP_001557168.1	COG1349
WP_001557340.1	COG0187
WP_001557361.1	COG1381
WP_001557458.1	2BH53
WP_001557561.1	COG1335
WP_001557587.1	COG1475
WP_001791162.1	COG0290
WP_001792906.1	COG1380
WP_001794540.1	COG1826
WP_001795344.1	COG4264
WP_001795358.1	COG4670
WP_001797828.1	COG0517
WP_001801873.1	COG0768
WP_001802013.1	2BZG7
WP_001803470.1	COG0346
WP_001827022.1	COG2738
WP_001838797.1	COG1055
WP_010922808.1	COG1846
WP_010922821.1	COG0805
WP_012840521.1	COG1104
WP_015445861.1	COG5002
WP_072399972.1	COG0059
